L_var_ID	Orthogroup	LVeggA	LVeggB	LVeggC	LV4cA	LV4cB	LV4cC	LV16cA	LV16cB	LV16cC	LV32cA	LV32cB	LV32cC	LVblA	LVblB	LVblC	LVgaA	LVgaB	LVgaC	LVprA	LVprB	LVprC
LVA_32374	NA	0	1	1	10	4	0	2	0	0	1	9	3	172	116	188	27	76	58	40	6	23
LVA_32375	OG0001980	2	1	1	1	2	2	1	5	1	1	0	3	1	0	1	2	1	0	1	2	3
LVA_32377	NA	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
LVA_32380	NA	0	4	0	0	0	3	0	0	2	0	2	0	20	11	52	19	1	8	7	4	10
LVA_32382	NA	0	0	0	0	0	0	1	1	0	0	0	1	6	8	3	7	12	55	20	2	5
LVA_32384	OG0000435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LVA_32385	NA	0	0	0	0	0	0	0	0	1	0	0	0	18	21	24	16	5	1	0	4	5
LVA_32386	OG0001036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LVA_32388	OG0000232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	2	10	5
LVA_32389	NA	0	0	0	0	1	0	0	0	2	0	0	0	2	0	4	0	1	0	1	0	0
LVA_3239	OG0007819	386	367	442	410	160	216	250	330	277	400	378	585	343	742	625	810	573	765	714	537	526
LVA_32391	OG0014555	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0
LVA_32392	OG0000497	1	0	3	0	1	0	0	1	0	0	3	1	45	20	54	24	84	100	92	86	73
LVA_32393	OG0018376	0	1	0	0	0	0	0	0	0	0	0	0	15	13	8	5	12	13	13	26	17
LVA_32394	OG0000156	0	0	0	0	2	0	0	1	1	2	7	1	20	5	19	0	11	8	7	17	13
LVA_32395	OG0008309	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
LVA_32396	NA	0	0	0	0	6	0	0	0	0	0	0	0	0	2	1	4	1	1	4	0	1
LVA_32398	OG0008309	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
LVA_32399	NA	0	0	0	0	0	0	0	2	0	0	0	1	10	0	0	0	2	0	0	0	0
LVA_32400	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32401	NA	0	0	0	0	1	2	1	4	0	0	3	3	1	0	1	1	1	2	1	0	1
LVA_32402	NA	4	0	1	0	1	0	2	4	1	0	8	6	4	2	1	4	0	4	2	4	4
LVA_32405	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32408	OG0006718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32409	OG0000412	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0
LVA_3241	OG0007820	187	89	250	223	164	387	659	915	581	388	356	611	222	289	313	387	273	368	299	179	195
LVA_32413	NA	1	0	0	1	0	1	1	0	0	0	0	1	18	54	44	94	23	25	35	30	37
LVA_32414	NA	0	0	0	0	0	0	0	0	0	0	0	0	10	29	24	46	11	9	16	20	22
LVA_32417	OG0001365	0	0	0	0	3	1	1	0	1	0	0	0	0	1	1	0	3	0	0	5	2
LVA_32419	OG0000267	1	1	0	0	1	2	1	3	0	0	0	0	4	0	1	1	1	1	1	5	3
LVA_3242	OG0003263	176	260	64	547	474	745	234	397	314	34	1021	595	993	851	914	1083	443	745	753	670	762
LVA_32420	OG0000998	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1
LVA_32421	NA	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
LVA_32423	NA	0	0	0	0	4	0	3	7	0	0	0	0	0	1	7	1	0	0	2	0	0
LVA_32424	NA	0	0	0	0	3	0	1	2	0	0	0	0	0	0	6	0	0	0	0	0	0
LVA_32428	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LVA_32429	OG0000998	0	0	0	0	1	0	1	1	0	1	1	0	3	2	2	1	1	0	0	1	1
LVA_3243	OG0005858	0	0	0	0	3	2	0	0	0	1	3	2	3	4	0	1	0	0	0	0	1
LVA_32430	NA	0	0	0	0	0	0	0	0	0	0	0	0	11	33	32	68	15	10	24	28	33
LVA_32431	NA	0	0	0	0	0	1	0	0	0	0	0	0	11	27	29	62	16	16	27	18	23
LVA_32434	NA	4	4	5	14	12	12	12	12	2	7	21	0	2	3	9	14	5	19	26	3	10
LVA_32435	OG0000447	0	0	0	0	0	0	0	0	0	1	0	0	1	2	6	8	19	4	4	2	2
LVA_32436	NA	1	0	0	0	0	0	0	1	0	0	1	0	1	1	2	2	1	5	4	2	1
LVA_32438	NA	2	1	1	2	5	5	3	6	0	0	9	0	0	0	2	4	4	1	1	2	1
LVA_32439	NA	1	0	1	1	0	1	6	10	0	2	3	5	114	61	132	74	43	64	77	141	55
LVA_3244	OG0003263	172	244	57	516	427	639	183	235	186	15	617	391	594	556	590	731	291	507	491	488	460
LVA_32440	OG0002760	5	3	3	5	6	6	2	6	4	3	8	3	4	1	40	27	2	8	7	2	2
LVA_32442	OG0002760	1	1	2	2	3	2	2	2	1	2	6	3	1	0	68	16	1	9	15	1	1
LVA_32443	NA	0	2	1	7	1	3	6	3	1	1	7	0	1	1	0	8	0	0	1	1	0
LVA_32446	NA	0	0	0	2	1	2	2	0	0	0	1	0	0	6	0	2	0	1	0	2	2
LVA_32453	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	3	5	2	3
LVA_32455	OG0000880	0	0	8	0	12	0	0	0	1	0	0	11	2	7	10	5	5	0	0	0	0
LVA_32456	OG0000192	21	0	0	3	1	0	1	0	1	3	4	5	46	75	71	79	57	49	63	26	34
LVA_32457	NA	0	0	0	0	0	0	0	0	0	0	0	0	17	11	28	13	12	7	7	5	12
LVA_32458	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32459	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_3246	OG0010848	96	240	559	1025	1165	1632	1102	1025	2338	1000	2611	2379	2428	1790	2962	5801	3738	3851	2840	1794	1852
LVA_32460	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32461	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32464	OG0002745	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
LVA_32465	OG0016160	1	0	0	0	1	1	0	2	1	1	2	0	39	8	51	54	28	26	16	14	14
LVA_32466	NA	0	0	0	76	6	0	2	2	0	33	1	3	559	0	0	851	331	659	576	145	6
LVA_32469	OG0000527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LVA_32470	OG0004337	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0
LVA_32471	OG0000170	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	3	5	4	5	3	4
LVA_32472	OG0000170	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	6	3	4	3	2	2
LVA_32473	OG0000819	1	0	0	0	1	0	0	0	0	0	0	0	0	1	4	1	2	0	1	3	1
LVA_32474	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32475	OG0000232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32476	NA	0	0	0	0	0	0	0	0	0	0	1	0	8	7	1	5	4	6	4	1	2
LVA_32477	OG0000905	31	0	0	0	0	0	2	0	9	0	0	0	9	0	0	0	0	8	32	56	0
LVA_32478	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32479	OG0014555	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0
LVA_3248	OG0017047	2	6	12	32	18	24	56	50	80	58	38	154	49	42	55	178	114	146	104	86	76
LVA_32480	OG0016179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
LVA_32482	NA	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	0
LVA_32484	NA	0	0	0	0	0	0	0	1	0	0	2	1	57	31	81	42	36	19	16	16	41
LVA_32485	OG0000585	0	0	0	0	0	0	0	0	0	0	3	0	71	41	101	61	48	27	22	24	58
LVA_32488	NA	1	0	2	16	1	0	0	0	0	0	0	0	1	4	1	1	8	1	1	1	1
LVA_32490	NA	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
LVA_32491	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1
LVA_32492	NA	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
LVA_32493	NA	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1
LVA_32495	OG0001222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LVA_32496	OG0001222	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
LVA_32499	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_325	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	6	13	6	3	4
LVA_32500	OG0000637	0	2	0	2	1	6	3	4	0	0	2	9	2	3	2	8	5	5	5	1	3
LVA_32501	OG0002153	0	0	1	3	3	1	1	0	1	0	5	0	2	2	2	5	3	4	3	1	3
LVA_32503	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32504	NA	0	0	0	0	0	0	1	2	1	0	0	1	21	27	82	4	45	36	11	14	2
LVA_32505	NA	0	2	0	0	0	1	0	0	0	0	0	0	1	5	2	0	4	0	2	0	0
LVA_32508	NA	0	0	0	0	0	0	0	0	0	0	2	0	31	19	47	25	18	11	8	8	24
LVA_32509	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0
LVA_3251	OG0022160	0	0	6	6	7	3	16	10	20	16	4	40	1	3	0	3	5	2	20	14	13
LVA_32510	NA	1	0	4	7	0	1	17	24	9	4	4	9	7	8	5	4	3	2	1	5	2
LVA_32515	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32516	OG0004832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3
LVA_32520	OG0000739	4	0	1	3	6	2	2	4	6	8	17	12	56	10	74	18	6	16	26	24	18
LVA_32521	OG0001082	0	1	2	1	0	1	1	2	1	2	7	5	860	651	720	499	354	382	350	351	284
LVA_32522	OG0000229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32527	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
LVA_32528	OG0014073	0	0	0	0	0	2	0	0	0	0	0	0	2	5	8	14	9	7	15	38	10
LVA_32530	NA	1	1	0	0	0	1	4	6	0	0	1	3	18	37	21	30	47	140	69	16	27
LVA_32532	OG0008309	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
LVA_32533	NA	0	0	0	0	0	0	2	15	0	0	0	0	15	0	0	0	0	0	0	0	0
LVA_32534	OG0000346	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LVA_32535	NA	0	0	0	0	2	3	2	9	2	0	10	10	1	0	1	2	1	2	1	0	2
LVA_32538	NA	1	0	1	2	2	2	1	1	0	1	4	1	0	0	0	3	0	2	1	0	1
LVA_32540	NA	4	1	2	3	6	8	4	6	0	0	9	0	0	4	1	10	1	1	2	0	2
LVA_32545	OG0004498	2	1	7	2	0	2	0	1	1	1	2	6	4	2	203	49	0	3	8	0	20
LVA_32549	OG0000051	4	7	1	0	4	11	0	0	0	0	1	10	15	16	25	22	16	18	18	13	16
LVA_32553	OG0005827	28	34	16	101	353	336	372	393	277	228	314	236	2112	2146	3994	1932	1215	1515	1122	782	846
LVA_32554	OG0004286	64	66	25	360	264	274	277	296	275	173	220	248	578	510	324	844	739	832	1131	762	920
LVA_32555	OG0011460	2	1	2	6	0	3	2	2	6	0	2	4	0	0	0	0	0	0	0	0	0
LVA_32557	OG0005828	35	26	8	215	30	54	18	16	66	33	32	169	25	18	14	16	13	10	8	12	6
LVA_32558	OG0003340	34	34	252	245	281	206	408	589	88	199	1077	355	390	408	552	741	586	544	461	283	410
LVA_32561	OG0003411	1	0	0	4	1	0	0	0	0	1	0	1	4	3	6	2	4	3	3	3	2
LVA_32562	OG0005829	455	1376	729	360	971	875	301	442	298	49	346	976	349	540	566	440	205	312	412	228	260
LVA_32563	OG0001956	202	434	228	606	143	216	586	564	873	564	501	151	198	162	187	492	678	276	447	249	324
LVA_32564	OG0004249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32566	OG0001360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32567	OG0001360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LVA_32568	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32569	OG0018339	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LVA_3257	OG0000780	0	2	3	2	1	1	4	0	6	0	0	7	12	2	2	6	15	24	108	214	271
LVA_32570	OG0000182	18	7	22	7	4	8	0	0	0	3	13	16	55	7	17	4	2	3	25	17	20
LVA_32571	OG0000182	356	97	66	217	82	68	69	86	36	135	207	228	34	158	208	28	18	3	7	4	4
LVA_32572	OG0001339	528	168	101	312	120	108	103	118	52	200	232	280	62	152	300	30	30	10	6	4	6
LVA_32573	NA	4	0	0	13	0	6	23	25	1	0	5	6	4	20	1	2	4	1	6	3	4
LVA_32574	OG0001094	3	1	0	8	0	2	9	17	0	1	4	4	1	12	0	2	2	0	2	4	2
LVA_32575	NA	1	0	0	2	0	0	12	0	0	0	0	0	0	0	0	21	0	0	1	4	6
LVA_32576	OG0001094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
LVA_3258	NA	2	0	0	4	1	5	7	4	0	2	5	11	3	5	2	1	4	4	1	2	1
LVA_32580	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LVA_32581	NA	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	3
LVA_32582	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
LVA_32583	OG0004031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32584	OG0000335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LVA_32585	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
LVA_32586	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LVA_32587	NA	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0
LVA_32588	NA	0	0	0	2	1	0	0	0	0	0	0	0	16	0	10	0	0	1	0	0	0
LVA_32589	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
LVA_3259	OG0000780	3	19	2	23	0	22	16	4	10	0	7	13	8	14	4	8	14	24	22	22	51
LVA_32590	NA	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	5	2	3	3	3	2
LVA_32591	OG0000335	0	0	0	1	0	0	2	2	0	0	0	0	0	0	2	0	1	1	2	0	0
LVA_32596	NA	1	1	2	9	0	4	20	33	1	4	2	0	9	25	18	8	27	4	3	5	4
LVA_32599	OG0001748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
LVA_326	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	21	27	30	14	19
LVA_3260	NA	0	0	0	0	0	0	0	0	0	0	1	282	4	10	4	7	0	5	218	371	240
LVA_32600	OG0000410	12	6	8	5	14	6	14	12	7	18	4	27	32	14	56	18	18	22	26	18	18
LVA_32601	OG0001491	27	27	42	177	286	209	274	377	238	82	406	364	80	24	123	107	53	70	122	104	72
LVA_32602	OG0014210	0	0	0	0	0	0	2	3	0	0	0	0	1	0	2	1	0	0	1	0	0
LVA_32603	OG0005427	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	1	1
LVA_32604	OG0003203	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0
LVA_32605	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	17	3	2	3	4	3	1	2
LVA_32607	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32608	OG0002250	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	5
LVA_32609	OG0010670	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0
LVA_3261	OG0000780	2	6	0	2	9	20	55	66	1	0	8	22	125	8	159	7	4	3	24	41	28
LVA_32611	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
LVA_32612	OG0002250	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	10
LVA_32614	NA	49	20	2	4	0	42	28	29	3	3	4	13	44	32	46	33	10	26	17	11	22
LVA_32615	OG0010670	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
LVA_32616	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
LVA_32618	OG0005429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0
LVA_32619	OG0004031	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0
LVA_3262	OG0004115	187	184	310	608	741	1118	2076	2655	1171	1033	1727	3109	153	136	68	449	238	265	456	383	368
LVA_32621	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	13	1
LVA_32622	OG0007297	13	23	14	64	85	94	84	102	99	32	176	137	25	4	73	42	25	26	46	44	35
LVA_32623	OG0017433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32624	OG0001469	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
LVA_32625	OG0002972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32626	OG0005254	843	316	288	995	575	1048	1274	1675	1083	827	1428	1490	261	262	424	304	281	289	315	201	222
LVA_32627	OG0005830	586	443	483	406	253	335	181	170	116	130	232	424	1316	1162	2166	936	756	869	698	585	604
LVA_32628	OG0005831	40	53	22	94	78	103	28	32	28	37	20	22	154	87	144	115	74	90	90	63	69
LVA_3263	OG0002265	355	386	727	2620	2258	1215	2518	2936	1097	864	2881	2351	1384	1628	2790	1753	1113	1435	1183	659	669
LVA_32630	NA	0	6	0	0	0	4	0	0	0	0	0	0	1	10	1	1	0	0	2	2	1
LVA_32631	OG0008258	62	243	156	380	706	490	826	1095	321	463	672	640	1013	1172	1020	1853	1290	1427	1816	1274	1353
LVA_32632	OG0008259	10	14	12	29	18	42	105	134	62	136	105	136	50	38	64	108	48	53	56	60	43
LVA_32633	OG0000217	0	0	0	0	0	0	0	0	0	2	0	45	1	3	8	3	2	2	3	1	2
LVA_32634	OG0008260	677	852	1562	1644	776	1537	1224	1284	995	1005	2015	2400	726	757	860	990	699	650	576	376	386
LVA_32635	OG0011468	75	182	245	922	378	626	432	347	232	374	481	566	164	112	138	228	94	151	126	74	74
LVA_32636	OG0014518	72	24	42	24	35	28	16	10	44	5	13	96	201	146	285	43	45	94	49	24	24
LVA_32638	OG0004291	16	8	16	60	46	91	124	151	131	193	498	112	37	58	18	12	4	2	8	38	34
LVA_32639	OG0017188	4	6	33	0	2	4	0	0	0	1	2	2	1	0	0	33	23	16	33	20	18
LVA_32641	OG0011469	259	108	69	358	170	174	436	499	420	76	672	362	170	124	174	208	138	189	156	103	115
LVA_32642	OG0011470	322	154	765	399	386	261	328	316	273	374	563	494	714	439	519	773	432	467	548	536	436
LVA_32643	OG0002519	0	0	0	0	2	0	0	0	1	0	1	1	0	2	1	1	0	0	0	0	1
LVA_32644	NA	8	2	2	0	4	1	8	2	1	7	9	8	2	6	2	2	1	1	2	0	2
LVA_32645	OG0004248	402	120	416	107	263	420	864	1271	332	479	372	458	134	139	276	411	298	432	370	254	210
LVA_32646	OG0004247	121	40	51	151	56	54	141	163	75	150	24	236	116	118	65	114	84	88	140	134	148
LVA_32647	OG0014467	10	10	36	93	93	123	48	46	111	92	128	110	39	69	81	106	99	128	122	62	75
LVA_32648	OG0014468	41	74	50	178	349	276	268	356	246	280	338	285	782	550	1175	904	752	777	638	460	431
LVA_32649	OG0003317	1392	795	2288	2180	2656	2183	3016	3685	2404	2270	3206	4670	552	720	712	1456	822	928	1080	868	812
LVA_3265	NA	0	1	0	3	0	1	0	0	0	0	0	2	2	4	5	1	1	2	2	1	2
LVA_32650	OG0003317	343	206	532	672	618	553	973	1101	744	723	1000	805	236	264	327	502	315	307	321	310	260
LVA_32652	OG0008162	24	10	40	46	4	7	16	7	2	18	18	7	130	162	184	414	160	214	288	145	159
LVA_32653	OG0005799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32655	OG0003318	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1
LVA_32656	OG0003318	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LVA_32657	OG0008162	30	18	101	68	4	18	44	9	8	42	24	10	248	378	387	712	278	497	670	282	310
LVA_32659	OG0005878	0	0	0	0	0	0	0	0	2	0	2	0	3	2	4	4	17	2	2	3	4
LVA_3266	OG0001479	0	0	0	1	0	1	0	0	2	0	0	1	1	4	6	0	2	2	1	3	1
LVA_32660	OG0003317	255	126	494	364	232	306	477	530	430	374	617	1506	96	170	155	355	147	275	267	198	181
LVA_32661	OG0003317	2211	1030	2547	3080	3314	2650	3548	4019	3075	2854	3768	5164	651	817	893	1918	1067	1151	1390	1168	1207
LVA_32662	OG0014468	35	57	59	220	438	183	358	470	404	374	574	435	684	724	858	1015	772	1028	905	493	457
LVA_32663	OG0014467	12	18	36	94	93	107	45	48	189	100	142	80	42	75	49	113	67	74	83	65	70
LVA_32664	OG0004247	87	30	54	147	62	37	128	138	110	102	22	234	120	130	48	86	54	87	124	96	135
LVA_32665	OG0004248	312	114	354	89	234	390	682	1006	240	413	327	394	110	125	208	333	270	352	299	208	163
LVA_32666	NA	12	3	10	1	12	2	17	2	4	8	11	16	2	16	4	3	3	1	4	2	4
LVA_32667	OG0011470	252	198	626	370	452	292	340	339	258	352	747	475	814	431	564	726	509	491	550	504	436
LVA_32668	OG0011469	218	108	66	434	177	172	457	502	353	81	636	391	153	118	182	213	156	202	184	114	109
LVA_32670	OG0017188	4	8	42	0	2	4	0	0	0	1	4	2	1	2	0	36	30	16	40	22	20
LVA_32671	OG0004291	19	13	19	57	55	88	134	155	134	199	434	124	37	54	16	23	3	2	6	45	50
LVA_32675	OG0014518	67	21	43	20	29	23	16	8	41	4	10	85	186	149	265	40	41	91	49	24	22
LVA_32676	OG0011468	92	146	213	806	340	552	404	393	302	386	410	583	124	116	127	164	92	135	126	66	70
LVA_32677	OG0008260	537	918	976	1296	741	1520	1106	1264	804	810	1581	1839	688	670	768	754	504	577	473	342	382
LVA_32678	OG0008259	10	10	10	20	12	36	84	103	58	110	104	94	40	34	47	108	39	56	60	51	46
LVA_32679	OG0008258	63	178	107	174	496	309	590	835	211	350	470	416	653	700	705	1245	784	917	1195	942	984
LVA_3268	OG0013891	0	1	2	2	0	2	3	10	3	11	17	8	12	10	0	30	60	2	67	30	26
LVA_32680	NA	292	225	281	789	311	536	611	605	357	354	1024	249	3120	3344	3881	3984	3160	3128	1736	1131	1066
LVA_32682	NA	1	1	1	2	1	2	8	12	1	8	4	0	6	4	8	12	3	4	3	8	4
LVA_32683	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0
LVA_32684	NA	30	16	10	28	58	29	206	317	28	48	47	48	128	86	86	146	104	132	156	276	260
LVA_32685	NA	0	4	0	0	0	2	0	0	0	0	0	0	1	9	1	1	0	0	0	0	1
LVA_32687	OG0005831	68	106	53	188	92	186	35	48	55	75	29	28	222	152	249	293	120	156	161	134	131
LVA_32688	OG0005830	464	313	459	394	259	218	151	143	93	158	280	470	1320	1087	1869	956	474	798	648	580	584
LVA_32689	OG0005254	672	257	176	667	443	832	891	1124	844	746	1117	1138	205	208	361	254	235	226	252	159	150
LVA_3269	OG0010849	9	6	24	9	6	10	47	81	14	6	18	6	76	52	19	140	167	33	309	115	102
LVA_32690	OG0002972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32691	OG0001469	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LVA_32692	OG0017433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32693	OG0007297	12	14	13	47	82	51	76	111	69	48	113	147	22	8	50	33	28	29	47	32	29
LVA_32694	NA	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	8	21	2
LVA_32695	OG0000059	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	17	7	0	1	0	2
LVA_32696	OG0004031	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	1
LVA_32697	OG0005429	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	4	0
LVA_32698	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
LVA_327	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	8	5	3	3
LVA_3270	OG0013892	35	292	74	344	788	870	598	1038	722	1453	75	2090	400	296	488	1110	412	638	744	349	423
LVA_32700	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
LVA_32701	OG0010670	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
LVA_32702	OG0002250	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
LVA_32703	NA	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	6
LVA_32707	OG0003203	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LVA_32708	OG0005427	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LVA_32709	OG0014210	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
LVA_32710	OG0001491	30	38	46	184	240	224	244	325	212	104	460	381	80	30	138	149	59	82	143	124	74
LVA_32711	OG0000410	14	6	14	10	9	9	16	18	16	16	4	45	34	14	62	22	23	26	34	20	10
LVA_32714	OG0001748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32717	OG0008173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_32718	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
