H_ery_ID	Orthogroup	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_17652	OG0014023	80	144	103	225	290	213	517	463	466	248	317	317	184	153	133	121	137	81	254	176	88
HER_17653	NA	12	63	174	688	108	31	951	5	277	6	454	196	126	101	4	46	11	2	15	9	11
HER_17654	OG0010934	196	823	150	305	321	298	392	464	240	375	329	542	370	394	296	462	364	465	496	426	268
HER_17655	OG0005596	284	280	197	702	916	646	1138	356	732	214	752	990	1049	1398	1460	1350	1382	1082	1786	1382	744
HER_17657	OG0014022	84	145	63	597	632	620	489	1136	644	579	328	830	467	509	337	293	376	288	408	323	174
HER_17658	OG0010933	118	224	129	363	480	384	1239	756	966	390	627	859	220	430	210	58	93	54	92	118	29
HER_17659	NA	16	15	13	66	35	58	35	86	50	39	31	92	17	33	38	65	41	43	101	75	68
HER_1766	OG0002197	24	30	25	218	287	160	706	264	302	186	536	268	258	116	264	112	216	163	221	208	97
HER_17660	OG0014021	429	721	477	1798	1577	1287	2355	1229	2469	804	1795	1396	13762	13505	13800	2788	5621	3245	4408	3438	1704
HER_17661	OG0014020	649	753	666	2425	2738	2693	3690	3732	1918	3782	3975	2831	465	1131	519	526	392	365	471	364	363
HER_17662	NA	1	2	2	18	10	7	11	0	7	1	5	3	4	6	4	2	6	3	5	3	5
HER_17663	OG0000217	0	0	0	0	0	0	1	0	0	2	0	0	2	2	0	1	0	2	1	1	0
HER_17664	OG0010932	1622	2288	2207	1546	1231	929	1728	1476	1739	712	1075	1293	8370	7678	8816	4981	8046	6918	8065	5530	2522
HER_17665	OG0014019	120	253	198	708	779	611	1277	766	1228	259	632	1093	294	590	207	305	353	267	312	240	159
HER_17666	OG0015815	383	490	727	1851	1333	1339	2546	1315	1787	844	1964	1895	1859	1757	1884	1232	1402	1620	1528	1169	710
HER_17667	OG0014018	48	127	124	330	223	228	486	474	346	192	368	207	2796	2091	2920	875	1949	1638	1798	1365	604
HER_17668	OG0014017	69	251	71	801	807	616	677	641	862	248	390	710	1153	1549	1153	568	876	566	966	826	331
HER_1767	OG0002197	29	40	69	192	207	178	368	347	296	147	191	393	41	115	55	48	40	30	87	78	34
HER_17670	NA	127	150	150	617	494	369	784	486	591	436	708	887	315	605	401	637	390	365	744	618	384
HER_17671	OG0015814	516	755	814	853	658	507	1199	712	651	366	649	957	1062	1333	1387	542	566	541	1009	798	345
HER_17673	OG0000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_17674	OG0010931	492	1492	1022	1476	1328	1337	3283	1660	1732	618	1474	1680	1794	2422	1267	522	1144	759	1057	806	350
HER_17677	OG0015813	2	16	3	1	10	0	13	10	3	7	7	9	11632	11120	7908	5986	10464	5481	4150	3322	1452
HER_17678	OG0010930	450	246	457	362	355	297	486	291	411	114	256	418	64	105	47	22	66	65	72	60	36
HER_1768	OG0013315	3	10	0	9	27	64	34	22	8	14	18	20	325	188	364	268	386	234	233	195	195
HER_17680	OG0017067	1051	428	895	524	575	456	518	477	479	269	386	652	282	410	297	172	302	291	390	230	88
HER_17682	OG0017066	177	507	94	881	1112	1046	902	1177	1702	656	618	975	174	408	156	77	240	165	153	127	88
HER_17683	OG0010929	116	46	82	490	213	236	639	449	641	197	345	362	400	370	195	166	162	205	241	170	130
HER_17684	OG0010928	1	0	4	3	6	0	0	0	2	0	0	4	26	8	51	97	12	117	126	96	36
HER_17685	OG0014016	2	0	0	0	0	2	0	0	0	0	0	0	2	0	5	8	0	4	8	4	2
HER_17686	OG0010927	1	0	5	4	3	2	0	8	1	6	2	4	8	3	7	5	7	1	18	5	3
HER_17687	OG0015812	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	2	0
HER_17689	OG0010926	0	0	0	1	0	0	7	0	1	0	2	0	2	0	2	0	1	1	0	0	0
HER_1769	OG0002198	36	95	57	543	343	391	1240	804	916	306	685	608	507	550	439	189	427	239	412	331	144
HER_17690	OG0001916	2	9	1	3	4	0	4	8	4	6	0	9	428	364	549	168	464	568	142	123	160
HER_17691	OG0007861	0	3	4	7	9	6	9	3	10	3	10	4	0	5	1	3	3	0	1	0	1
HER_17692	NA	0	0	3	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HER_17694	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HER_17695	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_17696	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_17697	NA	0	0	0	0	2	0	5	3	9	1	3	2	2	2	4	2	2	0	3	1	2
HER_17698	NA	2	2	3	8	7	5	44	24	48	11	35	9	9	6	12	2	5	6	10	7	2
HER_17699	NA	0	1	0	2	4	0	5	0	8	1	3	0	2	2	0	3	1	1	5	2	2
HER_177	OG0010094	26	34	28	229	241	172	275	163	285	70	122	238	564	464	398	412	717	397	544	460	273
HER_1770	OG0019453	31	16	59	48	38	45	66	54	86	31	44	65	26	32	25	19	39	22	47	38	16
HER_17700	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_17702	OG0010925	53	18	81	550	344	506	648	376	159	191	343	550	826	445	450	451	618	488	544	459	263
HER_17704	OG0001898	35	33	20	115	89	172	210	9	124	6	178	29	92	79	103	119	96	76	91	50	13
HER_17705	OG0014015	1087	1000	753	744	1134	684	2075	987	1404	412	1374	1559	226	642	175	71	58	39	63	47	16
HER_17706	OG0014014	1	2	2	1	1	2	1	1	2	4	4	4	113	16	552	2797	1934	1669	3779	2470	1528
HER_17707	OG0014013	2	43	0	9	11	0	0	8	21	3	6	3	7	3	11	23	8	11	19	12	5
HER_17708	NA	0	0	0	1	0	0	0	2	0	0	2	46	0	19	0	7	0	1	1	0	3
HER_17709	OG0017065	0	0	0	1	0	0	1	1	0	0	0	53	1	18	1	2	0	0	2	1	2
HER_1771	OG0005227	29	76	18	69	210	322	162	331	140	140	123	61	36	34	65	21	16	9	42	33	7
HER_17711	OG0010924	721	948	1106	972	949	814	2352	1299	1641	594	1266	1068	1296	1300	864	376	588	416	620	496	150
HER_17712	OG0007860	340	169	227	1008	640	827	613	280	1124	105	296	449	138	211	189	550	720	573	1284	983	558
HER_17713	OG0005595	491	610	550	2603	2201	1870	5071	3255	3974	1247	2424	3015	2358	2445	1677	640	1145	827	1979	1431	494
HER_17714	OG0007859	3	8	10	4	10	7	39	4	16	9	27	5	9	9	10	12	1	4	6	6	6
HER_17715	OG0005594	164	312	168	259	278	243	876	561	702	224	459	610	230	424	249	90	331	228	238	220	46
HER_17716	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0	1	1	1	0
HER_17717	NA	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	1	0	0	1	1	0
HER_17718	NA	0	0	0	0	1	0	1	0	0	0	1	0	18	6	9	1	0	1	4	3	0
HER_17719	NA	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	1	0
HER_17721	NA	4	6	7	6	0	1	17	13	14	3	7	8	4	13	5	2	10	6	3	4	1
HER_17723	OG0014012	66	269	44	694	304	614	990	384	708	342	847	586	1328	680	416	162	194	171	320	250	90
HER_17724	OG0004126	2	1	4	5	3	2	16	4	2	2	12	8	122	1046	386	182	383	46	150	120	56
HER_17726	OG0010923	363	559	413	1044	870	661	3248	1903	1979	526	1449	1704	700	744	539	271	559	398	873	685	251
HER_17727	OG0014010	152	397	252	637	1180	1161	2060	1120	2029	366	1120	871	68	254	144	122	278	195	242	222	138
HER_17728	OG0010922	102	125	312	1444	1118	880	2056	1223	1957	364	970	1523	343	784	415	558	832	587	796	676	515
HER_17729	OG0005593	405	344	611	8164	10599	7710	11927	6541	5049	5319	12092	7799	74	686	176	73	51	11	38	40	33
HER_1773	OG0005228	198	227	181	168	213	180	464	268	263	102	230	186	680	625	737	396	706	584	827	578	279
HER_17730	NA	0	0	1	0	1	0	0	0	0	0	0	2	272	235	230	179	116	155	125	87	58
HER_17732	OG0014009	6306	7143	8238	15468	12445	10346	16254	12086	13958	8359	11929	16248	29434	27509	23377	20760	20254	17951	29087	24134	7565
HER_17733	OG0014008	826	1775	1536	2994	2751	2182	5085	3629	4428	2143	2989	3322	2246	2522	1901	935	1271	932	2249	1831	548
HER_17735	OG0000019	1317	1359	1141	875	716	526	789	606	803	406	613	991	1263	1859	1700	2068	2043	2111	4176	3114	2325
HER_17736	OG0014007	44	134	32	78	114	16	56	116	86	88	52	150	185	160	180	183	162	182	364	288	165
HER_17737	OG0017063	453	1325	771	1586	1770	1449	4275	2555	2444	1614	3139	2516	1272	1738	1016	442	926	633	1199	820	290
HER_17738	OG0007858	41	42	42	259	211	253	207	159	221	86	74	307	148	137	157	93	123	98	542	528	185
HER_17739	OG0007857	2379	2436	2065	2552	1955	1531	4667	3175	3850	1249	2182	2899	2007	2461	1623	669	1028	813	1169	970	420
HER_1774	OG0001877	350	1066	671	5571	5053	4613	13464	7921	8667	2739	6270	9036	3643	5401	2993	1417	2370	1656	2675	2056	948
HER_17740	OG0002682	204	240	302	369	484	322	1256	706	916	472	932	692	325	381	284	144	261	218	303	262	92
HER_17741	OG0002682	22	47	14	72	76	59	138	90	103	34	75	87	160	93	205	173	228	276	524	356	132
HER_17742	OG0014006	474	567	357	1079	1033	553	1068	554	381	363	783	668	308	455	161	178	224	188	161	132	115
HER_17743	OG0003270	2	1	0	2	1	0	0	0	0	0	1	2	0	0	0	1	0	0	2	2	2
HER_17744	OG0003270	4	8	0	1	3	2	0	4	1	1	0	3	4	3	1	2	6	6	5	2	3
HER_17745	OG0010920	3676	2332	2978	2395	2511	1839	3160	2602	1393	1387	2212	3196	1147	1611	886	794	955	825	1076	842	462
HER_17746	OG0014005	922	1496	252	1508	1821	1206	3202	1677	3230	580	1582	2452	812	1033	549	418	636	530	736	594	347
HER_17747	OG0010919	62	249	113	176	137	109	359	205	414	123	235	131	116	152	117	57	72	63	124	81	37
HER_17749	OG0014004	384	363	367	423	376	265	375	148	391	116	235	347	198	197	170	191	221	168	218	160	74
HER_1775	OG0007248	2	8	12	73	56	46	166	54	80	18	86	123	113	78	64	18	61	41	103	88	31
HER_17750	OG0014003	30	124	79	262	314	346	1092	639	458	285	607	352	216	214	192	56	103	111	149	130	63
HER_17751	OG0010918	171	373	399	306	262	227	155	531	617	341	144	468	33	206	77	41	82	58	110	102	107
HER_17752	OG0010917	538	1666	805	8766	6269	5136	11552	6697	9602	3312	6856	11121	12875	15235	12012	3829	6219	4630	7146	5017	1566
HER_17753	OG0010916	5	5	6	8	8	4	9	16	11	20	13	17	3551	4293	2868	2668	2944	2408	3350	2139	1706
HER_17754	OG0007855	0	1	0	2	0	0	0	1	4	1	0	0	135	115	64	17	45	17	23	11	4
HER_17755	OG0000027	0	0	3	0	0	0	0	0	1	0	0	0	4	4	3	62	7	51	6	3	3
HER_17756	NA	0	0	0	1	0	0	1	0	1	1	1	0	8	7	4	74	8	18	11	5	5
HER_17757	NA	1	3	10	12	11	11	17	4	10	5	12	8	5	4	12	13	19	8	11	23	6
HER_1776	OG0010179	38	22	38	155	435	283	714	472	268	230	546	751	108	194	117	72	84	90	118	89	48
HER_17760	NA	0	0	0	9	1	3	22	9	23	6	24	57	4	65	23	5	9	3	6	2	3
HER_17762	OG0014001	2	9	12	87	71	78	210	104	175	45	143	131	20	43	10	15	12	18	8	8	7
HER_17763	OG0010915	2896	3997	3477	3863	2451	1894	3101	2170	2487	775	1585	2732	369	766	404	269	472	326	478	343	274
HER_17764	OG0014000	84	185	115	862	1119	1036	1570	665	958	314	943	1224	421	572	499	548	565	399	812	578	369
HER_17765	OG0013999	56	100	50	378	218	152	320	142	232	83	270	256	318	202	52	148	83	80	135	106	78
HER_17768	OG0001446	50	52	31	61	51	52	42	31	34	26	50	68	10	26	10	18	16	16	12	12	10
HER_17769	OG0015807	4	9	3	30	1	21	6	13	14	13	4	16	6	10	2	7	7	3	1	5	3
HER_1777	OG0002197	36	23	53	306	424	210	931	409	438	283	685	405	360	208	282	188	259	233	259	245	115
HER_17770	OG0005592	452	657	370	916	894	954	1084	860	1396	395	701	1452	2018	2092	846	453	951	607	691	625	300
HER_17772	OG0010914	1942	3099	2486	4040	3822	3263	5517	4581	4981	1655	3018	3977	2510	2384	1778	1264	1774	1488	2461	1940	833
HER_17773	OG0017942	0	2	0	4	2	1	4	3	1	3	2	3	1	1	2	0	0	1	0	0	0
HER_17774	OG0001047	3	1	0	24	7	3	16	17	8	5	11	13	2	7	4	2	4	5	4	2	0
HER_17775	OG0017942	1	2	0	5	1	0	4	3	1	3	2	3	1	1	2	0	0	1	0	0	0
HER_17777	OG0001047	2	0	0	6	1	0	1	2	1	0	0	2	3	0	4	0	2	3	2	3	4
HER_17778	OG0010913	258	428	354	2886	2505	2417	6084	3057	3507	1956	4096	3168	244	728	274	210	88	42	106	54	39
HER_17779	OG0010912	4643	7911	6940	10999	8240	5894	13589	8812	11309	4685	7803	10940	14563	14823	10969	6321	10014	8173	12976	9727	4742
HER_1778	OG0002197	10	24	31	107	95	89	232	150	176	63	106	169	20	50	23	14	18	11	46	30	15
HER_17780	OG0004125	3	0	0	4	0	0	0	1	0	0	2	0	4	4	522	17	6	22	49	36	7
HER_17781	OG0010911	3	0	0	3	5	2	3	19	1	15	3	8	15	9	11	2	3	3	0	4	1
HER_17782	OG0005591	534	742	703	4149	3135	2424	6930	3955	3806	1256	3188	5023	8378	8889	8754	5455	8188	6796	9398	6613	3016
HER_17783	OG0002801	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	27	1	0	0
HER_17784	OG0013998	194	23	132	96	45	30	118	54	158	46	124	168	1541	1028	810	823	910	645	750	590	426
HER_17785	OG0013997	10	21	23	190	84	126	323	319	326	188	275	268	145	160	139	34	47	46	43	48	34
HER_17786	OG0010910	548	906	506	483	750	767	1004	673	664	505	895	1004	598	585	812	860	927	706	905	711	495
HER_17787	OG0013996	193	354	332	508	516	416	1056	630	688	318	644	474	315	288	212	144	124	120	293	242	72
HER_17788	OG0013995	62	48	77	249	539	537	714	443	272	291	493	673	475	634	423	464	663	693	571	442	355
HER_17789	OG0013994	268	375	270	2651	2081	2160	3058	2495	2434	2320	3276	3081	3374	4026	3462	3358	3026	2850	2966	2333	1453
HER_1779	OG0013315	4	15	3	14	35	103	52	37	11	28	28	31	522	287	571	438	607	374	333	290	297
HER_17790	OG0007854	21	51	31	197	110	156	528	248	204	159	442	186	304	177	207	100	234	152	288	239	102
HER_17793	OG0010693	205	470	139	158	371	198	926	171	494	70	580	406	622	512	314	204	229	247	341	261	120
HER_17794	OG0005590	133	19	35	100	162	29	258	82	90	44	139	1320	628	541	129	106	98	59	150	117	60
HER_17795	OG0013993	1919	3918	2172	2055	2006	1558	1942	1287	1252	2317	2764	2245	3531	5046	4032	4755	4838	4026	5117	3972	2499
HER_17796	OG0007853	218	301	277	1962	1762	1635	3592	2178	1462	823	1694	2358	1637	1818	1675	991	2354	1560	2001	1645	817
HER_17797	OG0013992	76	40	63	609	351	427	960	458	390	246	684	534	300	337	377	270	361	248	432	365	263
HER_17798	OG0000742	4	15	9	136	128	5	380	111	322	72	312	244	93	234	246	40	137	138	108	86	59
HER_178	OG0005199	33	68	66	147	177	140	404	231	557	53	175	184	105	147	191	135	163	157	346	254	98
HER_1780	OG0002198	30	66	44	461	297	337	1027	692	897	242	550	468	399	446	378	161	368	198	378	296	108
HER_17801	OG0002829	0	0	2	3	2	2	3	4	5	14	9	9	8	10	11	4	15	3	17	10	4
HER_17802	OG0013991	171	35	169	154	70	33	77	69	78	53	48	145	226	342	258	223	170	435	726	465	205
HER_17803	OG0017062	79	145	62	339	296	298	803	569	541	371	682	374	255	393	206	106	167	109	233	149	49
HER_17804	OG0010909	15	23	16	136	137	130	622	354	368	175	362	195	357	273	332	62	142	99	146	143	35
HER_17805	OG0000010	0	2	0	0	5	2	0	0	5	0	0	0	1	0	1	0	1	0	0	0	0
HER_17806	OG0005589	5	16	9	53	68	59	49	40	52	17	15	66	35	46	45	18	46	32	31	49	24
HER_17809	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_1781	OG0010180	54	83	75	296	304	331	498	381	691	240	365	421	103	133	117	124	168	142	267	192	108
HER_17810	OG0010908	12393	7590	18645	11606	8760	6455	14018	12176	11540	5004	8372	10246	9728	14276	10854	10116	16350	9007	17186	13504	5284
HER_17811	OG0017061	0	0	2	1	3	4	3	0	1	2	2	4	5	6	2	14	4	1	2	0	5
HER_17812	OG0010907	2159	905	1113	1084	1069	1373	677	257	241	318	542	249	1447	1594	858	332	1043	555	459	243	209
HER_17813	OG0013990	250	280	277	1657	1678	1600	2329	1552	2146	686	1450	2549	559	1171	416	264	238	180	297	237	112
HER_17814	OG0013989	776	1103	766	3916	3614	2970	6628	6289	6748	3246	3907	5755	3249	4392	2892	949	1955	1111	1938	1646	900
HER_17816	OG0017060	0	0	0	0	0	1	1	2	1	0	0	3	0	1	0	0	0	0	0	0	0
HER_17817	OG0007852	2	2	3	11	4	9	31	12	17	4	15	17	7	6	5	4	6	5	5	2	2
HER_17818	OG0001712	2320	1192	2370	1895	1487	1251	2677	1602	1338	1148	2324	1904	612	1484	712	167	158	130	159	121	40
HER_17819	OG0001712	465	617	627	899	1107	1023	1684	1507	1184	598	890	1643	407	831	603	532	499	313	834	667	227
HER_17820	OG0002451	1684	2580	2322	2496	2238	1287	4128	3435	4371	1930	2764	2470	4625	4315	3524	1203	3328	2181	2865	2286	830
HER_17821	OG0004713	12	3	0	1	4	2	3	1	9	1	5	4	19	5	164	239	380	208	219	143	54
HER_17822	OG0010906	298	611	468	2014	1636	1206	2996	1781	1988	964	1928	2515	760	738	791	581	1142	907	1324	1211	382
HER_17823	OG0002269	566	752	705	866	640	596	1926	1374	1340	649	1092	1009	250	470	290	116	232	133	200	204	54
HER_17824	OG0010905	170	344	159	1104	958	645	2444	1280	1654	672	1290	1453	136	402	128	134	137	520	349	196	96
HER_17825	OG0003269	102	232	232	1150	1134	803	2344	1148	2558	432	1604	1612	1361	1439	1194	456	1389	880	1113	747	377
HER_17826	OG0007851	183	86	181	776	523	435	807	954	620	447	386	573	1750	2248	2478	1582	2648	1933	2862	1971	1037
HER_17827	OG0002681	1045	1043	1139	2275	2449	1994	10048	5159	5156	2140	5134	3890	688	946	587	303	521	327	525	579	201
HER_17828	OG0005588	68	84	132	616	412	386	990	781	621	384	658	541	426	292	829	184	305	188	399	310	125
HER_17829	OG0007850	10	3	8	17	10	12	12	38	20	40	23	12	16	13	32	61	22	20	119	90	105
HER_17831	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
HER_17832	OG0000543	3	1	1	1	1	0	2	0	0	0	2	5	15	5	8	5	6	10	9	6	5
HER_17833	NA	0	0	0	1	0	1	2	0	1	0	0	2	2	3	0	0	0	0	0	0	0
HER_17834	NA	0	0	0	0	1	1	1	0	1	0	2	0	1	1	1	1	2	2	2	1	0
HER_17835	OG0010904	68	279	60	395	413	299	368	481	515	172	168	525	210	294	142	91	112	100	184	150	57
HER_17836	OG0013988	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	5	1	0	2	1	0
HER_17837	OG0010903	12	11	38	10	18	8	14	10	38	8	5	13	37	14	9	36	6	11	35	23	5
HER_17838	NA	0	0	0	6	2	2	4	2	1	0	4	3	0	2	0	0	0	0	0	0	0
HER_1784	OG0007249	841	944	832	1491	1125	830	2731	1311	1536	541	1596	1431	1070	1132	919	370	529	379	729	473	255
HER_17840	NA	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
HER_17841	OG0001157	6	118	46	184	96	730	510	388	552	221	414	82	14	51	38	34	44	57	45	41	37
HER_17842	OG0016866	0	0	0	0	0	2	0	0	0	2	0	0	2	0	1	0	2	0	0	0	1
HER_17843	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_17844	OG0010902	51	95	37	444	324	313	651	554	731	469	448	515	299	326	443	438	690	448	1184	811	320
HER_17845	OG0013987	13	39	29	183	152	167	846	530	433	188	456	358	37	91	82	32	66	71	182	149	31
HER_17847	OG0013986	1431	1338	1605	3258	2728	2114	6001	3294	3848	2288	3965	4286	6827	6908	6233	9034	6902	7797	16596	13086	7323
HER_17848	OG0013985	1989	3223	4314	6889	7177	6978	10517	8848	8753	4512	6818	9455	1627	4117	1436	1961	2143	1803	2923	2394	1549
HER_1785	OG0010181	87	93	87	502	383	444	693	511	724	271	356	329	433	393	774	413	884	516	667	542	283
HER_17850	OG0007849	64	88	64	331	316	284	859	513	503	306	562	460	381	488	385	325	591	444	861	762	236
HER_17851	NA	0	1	0	0	0	1	0	1	2	1	1	0	2	0	1	1	0	0	3	1	1
HER_17852	OG0005587	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0
HER_17855	OG0013984	0	2	0	5	5	6	5	8	9	5	5	16	225	75	358	422	1075	655	614	466	256
HER_1786	OG0001182	3	0	2	5	10	8	34	6	6	4	40	20	6	14	6	11	26	0	5	4	8
HER_17860	NA	1	0	0	0	3	1	10	4	0	4	7	4	25	4	1	2	5	4	1	1	1
HER_17861	NA	0	0	0	0	2	0	9	1	0	1	8	1	19	1	1	3	4	2	0	1	1
HER_17862	NA	0	0	0	1	0	0	18	0	0	0	21	0	36	1	1	1	1	0	1	0	0
HER_17863	NA	1	0	0	0	2	1	37	7	1	5	30	4	68	8	3	8	12	9	2	2	4
HER_17866	OG0007358	24	5	25	76	47	39	45	18	31	18	31	43	3714	3225	3486	4230	5115	3853	5984	3896	1713
HER_17867	NA	0	0	0	2	0	26	17	27	1	16	15	2	23	5	29	1	4	10	17	10	1
HER_1787	OG0001182	0	0	1	2	0	0	1	2	2	1	0	2	15	5	4	4	6	4	13	4	4
HER_17871	OG0007400	12	18	18	64	129	94	461	334	140	287	356	159	7	35	13	6	4	3	7	8	1
HER_17872	OG0019647	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	1	0
HER_17873	OG0005586	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	3	1	0
HER_17874	NA	0	0	0	1	0	0	1	0	0	0	1	1	0	3	1	3	3	0	0	0	1
HER_17875	OG0001097	1	1	3	8	4	4	9	12	5	12	13	48	4	41	7	0	0	0	1	2	0
HER_17876	NA	4	1	5	7	5	3	24	22	8	26	25	73	5	44	8	5	4	4	1	0	0
HER_17877	NA	6	2	5	16	21	21	42	14	54	11	33	30	32	56	13	15	8	4	16	10	7
HER_17878	OG0017059	0	0	0	1	2	5	0	3	1	1	2	4	2	1	1	0	0	0	1	0	0
HER_17879	OG0002268	0	1	0	0	0	4	4	1	2	0	2	2	4	4	1	1	0	0	0	0	0
HER_1788	OG0018070	4	2	1	9	9	9	43	26	33	27	25	34	8	17	10	3	6	2	22	32	3
HER_17880	OG0002268	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0
HER_17881	OG0017058	27	26	25	135	138	199	254	134	235	68	204	192	301	206	307	252	333	321	438	324	173
HER_17882	OG0015805	256	312	164	976	642	708	1461	916	1112	337	762	1156	160	390	220	172	198	168	282	236	118
HER_17883	OG0010900	149	273	546	952	734	797	2635	1301	2268	484	1348	2005	286	691	293	172	317	218	411	311	116
HER_17884	OG0002651	108	152	115	74	101	62	66	54	70	28	47	92	1359	577	663	362	438	558	761	614	216
HER_17886	OG0010899	206	1020	579	949	1037	1349	3117	1635	2011	728	1891	1652	384	568	359	243	228	164	514	377	151
HER_17887	NA	32	36	85	128	126	220	92	76	106	64	84	616	1762	1664	897	512	672	536	575	526	248
HER_17888	OG0013983	2	1	4	14	3	2	3	2	35	0	1	5	14	21	0	5	3	0	2	1	0
HER_1789	OG0000060	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HER_17890	OG0013982	702	897	763	1039	806	683	2362	1434	1378	581	1564	1133	1904	1694	1576	495	998	717	1045	728	251
HER_17892	OG0002087	0	0	0	0	0	0	0	0	0	0	0	0	12	5	7	1	1	2	3	2	1
HER_17893	OG0013981	7093	8622	8405	3656	3627	3039	5486	3593	3741	2940	4853	6414	315	1239	287	275	224	236	486	336	274
HER_17894	OG0013980	1194	2411	1381	8836	8116	6618	7948	7776	7676	6282	7596	9312	772	1997	686	1079	1043	747	1206	984	642
HER_17895	OG0013979	69	137	364	218	209	337	572	249	354	166	470	411	473	475	359	363	525	416	938	677	327
HER_17896	OG0013978	191	392	292	3304	2207	1413	3428	2265	2221	1079	2002	3357	1617	2395	1310	789	1285	983	1215	930	421
HER_17897	OG0015804	382	310	375	1255	1211	1214	2043	2883	1850	1784	1386	2667	1935	2634	2866	2814	3020	2482	5392	4046	1656
HER_17898	NA	2	0	0	2	3	0	4	6	3	3	2	9	5	6	6	2	4	3	10	6	4
HER_17900	OG0018242	4	15	8	26	30	25	41	40	43	12	14	46	23	18	22	82	46	36	93	68	53
HER_17901	OG0013977	3	16	6	21	22	17	24	32	43	23	20	20	26	28	21	72	58	19	67	37	44
HER_17902	OG0010898	83	55	105	316	460	300	946	1114	492	449	569	348	954	676	718	285	628	392	554	489	177
HER_17903	NA	0	0	0	0	0	1	0	1	0	0	0	0	11	13	11	8	8	2	12	10	6
HER_17904	OG0013976	174	267	511	380	475	332	1119	887	633	452	799	741	278	493	325	343	252	213	727	428	303
HER_17905	OG0013975	21	19	73	205	133	198	303	346	433	161	272	267	165	186	199	80	116	97	261	197	79
HER_17906	NA	1892	3479	5441	1569	1651	1063	1359	1974	1386	1037	871	1662	5057	4371	4777	2284	3744	2612	3881	3029	1586
HER_17907	OG0013974	526	534	569	1814	1665	1516	2564	1889	1841	2139	2894	2830	5570	4752	5394	11647	7006	6498	12973	10231	7183
HER_17908	OG0015803	1850	1037	1607	1230	1016	858	672	989	1064	880	701	1389	2064	2174	2005	4154	2939	2549	3496	2822	1451
HER_17909	OG0013973	111	58	97	100	93	73	110	114	156	58	80	148	218	184	114	119	261	169	309	203	63
HER_1791	OG0001455	2	0	0	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
HER_17912	OG0013972	52	37	63	388	273	286	1299	728	914	401	729	441	187	226	80	80	94	111	86	86	52
HER_17916	NA	49	36	53	64	60	51	54	48	38	90	88	63	28	68	56	48	48	58	56	44	28
HER_17919	OG0013971	14	51	5	387	325	573	874	160	94	60	479	91	7	30	20	30	21	27	58	37	44
HER_1792	NA	1254	1564	1640	1300	1703	799	3205	1743	3300	756	1696	1645	1820	1595	1638	718	1103	638	1877	1700	521
HER_17922	NA	0	1	0	0	0	0	1	0	1	2	1	2	10	11	2	9	11	5	13	13	2
HER_17923	OG0013970	15	3	31	83	8	24	65	44	28	26	61	23	562	248	660	86	132	581	637	493	77
HER_17924	OG0013969	557	661	583	1015	935	714	1166	905	994	1028	1045	1464	1730	2019	1333	1459	1310	1206	1495	1091	845
HER_17925	OG0013968	274	914	604	1421	1152	809	1452	1272	1590	478	773	1667	300	674	273	129	217	129	255	184	113
HER_17928	OG0015801	134	393	359	1340	1014	1219	3122	1552	2059	726	1695	1134	474	466	426	327	305	284	468	410	130
HER_17929	OG0013967	1	0	0	2	0	90	0	2	0	2	0	1	100	99	16	25	29	32	17	14	7
HER_1793	NA	40	80	61	1063	837	612	1224	1011	1562	196	526	518	215	177	192	97	107	101	143	122	74
