Orthogroup	H_ery.longestprot	E_luc.longestprot
OG0014904	HER_48717	ELU_14427
OG0014905	HER_48698	ELU_14440
OG0014906	HER_39701, HER_39725	ELU_1446
OG0014907	HER_19308	ELU_14480, ELU_49937, ELU_49932
OG0014909	HER_48548, HER_48551	ELU_14555
OG0014911	HER_48418	ELU_14669
OG0014912	HER_48340	ELU_14730
OG0014913	HER_49362	ELU_14758
OG0014914	HER_49448	ELU_14845, ELU_14843
OG0014915	HER_49487, HER_49510	ELU_14859
OG0014916	HER_49607	ELU_14864
OG0014917	HER_49596	ELU_14904
OG0014918	HER_49842	ELU_14977, ELU_37362
OG0014919	HER_49826	ELU_15000
OG0014921	HER_49762	ELU_15039, ELU_15042
OG0014922	HER_49697	ELU_15092
OG0014923	HER_9856	ELU_15124, ELU_15117, ELU_43018
OG0014924	HER_49642	ELU_15145
OG0014925	HER_49640	ELU_15147
OG0014926	HER_49624	ELU_15163
OG0014927	HER_49889	ELU_15199
OG0014928	HER_45388	ELU_152
OG0014929	HER_49882	ELU_15205
OG0014930	HER_49881	ELU_15206
OG0014931	HER_49875	ELU_15211
OG0014932	HER_49873	ELU_15214
OG0014933	HER_49872	ELU_15215
OG0014934	HER_49871	ELU_15216
OG0014935	HER_49922	ELU_15276
OG0014936	HER_18363	ELU_15319
OG0014939	HER_37383	ELU_15410
OG0014940	HER_37451	ELU_15463
OG0014941	HER_37448	ELU_15465
OG0014942	HER_37442	ELU_15470
OG0014943	HER_37439	ELU_15474
OG0014944	HER_37462	ELU_15491
OG0014945	HER_37473	ELU_15501
OG0014946	HER_37484	ELU_15515
OG0014947	HER_37497	ELU_15526
OG0014948	HER_37504	ELU_15534
OG0014949	HER_37512	ELU_15567
OG0014950	HER_37544	ELU_15581
OG0014952	HER_37560	ELU_15618
OG0014953	HER_37561	ELU_15619
OG0014954	HER_37599	ELU_15651
OG0014955	HER_37600	ELU_15652
OG0014956	HER_37604	ELU_15657
OG0014957	HER_37616, HER_37610	ELU_15658
OG0014958	HER_37641, HER_37652	ELU_15678
OG0014959	HER_37704	ELU_15722, ELU_15727
OG0014960	HER_37729	ELU_15741
OG0014961	HER_37730	ELU_15742
OG0014962	HER_37731	ELU_15743
OG0014963	HER_37736	ELU_15748
OG0014964	HER_37747	ELU_15762
OG0014965	HER_37756	ELU_15771, ELU_15770
OG0014966	HER_37758	ELU_15772
OG0014967	HER_37776, HER_37782	ELU_15806
OG0014968	HER_37801	ELU_15824
OG0014969	HER_37841	ELU_15866
OG0014970	HER_37869	ELU_15895
OG0014971	HER_37891	ELU_15911
OG0014972	HER_37919	ELU_15940
OG0014973	HER_37926	ELU_15957
OG0014974	HER_37930	ELU_15959
OG0014976	HER_39407	ELU_16006
OG0014977	HER_39418	ELU_16019
OG0014978	HER_39420	ELU_16021
OG0014979	HER_39422	ELU_16023
OG0014980	HER_39433	ELU_16048
OG0014981	HER_39463	ELU_16086
OG0014982	HER_39522	ELU_16138
OG0014983	HER_39534	ELU_16151
OG0014984	HER_39554	ELU_16165
OG0014985	HER_39560	ELU_16171
OG0014986	HER_39576	ELU_16180, ELU_16182
OG0014987	HER_39595	ELU_16205
OG0014988	HER_39598	ELU_16209
OG0014989	HER_39599	ELU_16210
OG0014990	HER_39615	ELU_16221
OG0014991	HER_39626	ELU_16254
OG0014993	HER_39647	ELU_16272
OG0014994	HER_39679	ELU_16304
OG0014995	HER_39680	ELU_16305
OG0014996	HER_39734, HER_39746	ELU_16339
OG0014997	HER_39846	ELU_16406
OG0014998	HER_39836	ELU_16423
OG0014999	HER_39975	ELU_16465
OG0015000	HER_39966	ELU_16489
OG0015001	HER_39950	ELU_16511
OG0015002	HER_39949	ELU_16512
OG0015003	HER_39934	ELU_16522, ELU_16527
OG0015004	HER_39921	ELU_16539, ELU_43706
OG0015005	HER_39897	ELU_16574
OG0015006	HER_40047, HER_40043	ELU_16668
OG0015007	HER_40055	ELU_16679
OG0015008	HER_40059	ELU_16683
OG0015009	HER_40063	ELU_16688
OG0015010	HER_40071	ELU_16693
OG0015011	HER_39063	ELU_16698
OG0015012	HER_40104, HER_40097	ELU_16733
OG0015013	HER_40102, HER_40105	ELU_16734
OG0015014	HER_40153	ELU_16785
OG0015015	HER_39062	ELU_16838
OG0015016	HER_39301	ELU_16858
OG0015017	HER_37991	ELU_16900
OG0015018	HER_37997	ELU_16903
OG0015019	HER_38003	ELU_16909, ELU_16906
OG0015021	HER_38019	ELU_16945
OG0015022	HER_38029	ELU_16957
OG0015023	HER_38034	ELU_16963
OG0015026	HER_38134	ELU_17062
OG0015027	HER_38171	ELU_17119, ELU_17123
OG0015028	HER_38236	ELU_17175
OG0015029	HER_38237	ELU_17176
OG0015030	HER_38238	ELU_17178
OG0015031	HER_38278	ELU_17233
OG0015032	HER_38331	ELU_17301
OG0015033	HER_38333	ELU_17303
OG0015034	HER_38340	ELU_17322
OG0015035	HER_38347	ELU_17328
OG0015036	HER_38349	ELU_17330
OG0015037	HER_40177	ELU_1734, ELU_1736
OG0015038	HER_38361	ELU_17345
OG0015040	HER_38389	ELU_17379, ELU_17376
OG0015041	HER_38393	ELU_17383
OG0015042	HER_38456	ELU_17421
OG0015043	HER_38569	ELU_17550
OG0015045	HER_38610	ELU_17584
OG0015046	HER_38643	ELU_17615
OG0015047	HER_38662	ELU_17634
OG0015048	HER_38666	ELU_17635
OG0015049	HER_38681	ELU_17651
OG0015052	HER_38703	ELU_17671
OG0015052	HER_38702	ELU_17670
OG0015053	HER_38721	ELU_17687
OG0015054	HER_5756, HER_39056	ELU_17707
OG0015055	HER_38763	ELU_17715
OG0015056	HER_38764	ELU_17716
OG0015057	HER_38778	ELU_17734
OG0015058	HER_38796	ELU_17754
OG0015059	HER_38860	ELU_17797
OG0015060	HER_38861	ELU_17800
OG0015061	HER_38884	ELU_17824
OG0015062	HER_38891	ELU_17834
OG0015063	HER_38915	ELU_17845, ELU_17851
OG0015064	HER_38913	ELU_17849
OG0015065	HER_38935	ELU_17870
OG0015066	HER_38990	ELU_17896
OG0015067	HER_39002	ELU_17907
OG0015068	HER_39018	ELU_17919
OG0015070	HER_39173	ELU_17951
OG0015071	HER_39106, HER_39092	ELU_17965
OG0015072	HER_39069	ELU_17980
OG0015073	HER_39391	ELU_18018
OG0015074	HER_39379	ELU_18031
OG0015076	HER_39341	ELU_18073, ELU_43846
OG0015078	HER_40258	ELU_18144
OG0015079	HER_46984	ELU_53273, ELU_1819
OG0015080	HER_40302	ELU_18191
OG0015081	HER_40329	ELU_18215
OG0015082	HER_40385	ELU_18286
OG0015083	HER_40485	ELU_18336
OG0015084	HER_12918	ELU_1834, ELU_1845
OG0015085	HER_40495	ELU_18362, ELU_18358
OG0015086	HER_40498	ELU_18364, ELU_18360
OG0015087	HER_40500	ELU_18368
OG0015088	HER_40574	ELU_18447
OG0015089	HER_40572	ELU_18449
OG0015090	HER_39891	ELU_18514, ELU_18516
OG0015091	HER_25786	ELU_18526, ELU_18523
OG0015092	HER_45875	ELU_18616
OG0015093	HER_45876	ELU_18617
OG0015094	HER_45821	ELU_18665
OG0015095	HER_45812	ELU_18678
OG0015096	HER_45797	ELU_18702
OG0015097	HER_45788	ELU_18710
OG0015098	HER_45786	ELU_18713
OG0015099	HER_45784	ELU_18715
OG0015100	HER_45742	ELU_18751
OG0015101	HER_46289	ELU_18867
OG0015102	HER_46287	ELU_18869
OG0015103	HER_46263, HER_46268	ELU_18883
OG0015104	HER_46398, HER_46422	ELU_18924
OG0015105	HER_46439	ELU_18941
OG0015108	HER_41610	ELU_19215, ELU_19216
OG0015110	HER_41876	ELU_19336, ELU_19334
OG0015111	HER_41452	ELU_19394, ELU_19393
OG0015112	HER_42394	ELU_19440
OG0015113	HER_42269	ELU_19461, ELU_19485
OG0015115	HER_41103	ELU_52453, ELU_19603
OG0015117	HER_10978	ELU_19659
OG0015119	HER_42241	ELU_19762, ELU_19767, ELU_36387, ELU_46854
OG0015121	HER_42159	ELU_19824
OG0015122	HER_42122	ELU_19872
OG0015124	HER_4668	ELU_44634, ELU_44633, ELU_200
OG0015125	HER_33317, HER_14996, HER_25559, HER_28974, HER_13110	ELU_20027
OG0015127	HER_42829	ELU_20088
OG0015129	HER_43781	ELU_20168
OG0015130	HER_43777	ELU_20172
OG0015131	HER_28006	ELU_20366
OG0015132	HER_43534	ELU_20372
OG0015135	HER_18639, HER_6010, HER_15086	ELU_20528
OG0015136	HER_44130	ELU_20534
OG0015137	HER_44242	ELU_20554
OG0015138	HER_35491	ELU_20666, ELU_32776
OG0015138	HER_36221	ELU_9199, ELU_2841
OG0015139	HER_44871	ELU_20757, ELU_20761, ELU_2288
OG0015140	HER_13989	ELU_20820
OG0015142	HER_13794	ELU_20933
OG0015143	HER_14218, HER_14201, HER_14174	ELU_20938, ELU_386
OG0015144	HER_31757, HER_31758, HER_16507, HER_31510	ELU_20994, ELU_20990
OG0015145	HER_13692, HER_13697	ELU_21149
OG0015146	HER_13350	ELU_21179
OG0015147	HER_13303	ELU_21245
OG0015148	HER_43756	ELU_44911, ELU_44905, ELU_3951, ELU_21288, ELU_37748
OG0015149	HER_13450	ELU_21359
OG0015150	HER_13555	ELU_21381
OG0015151	HER_13565	ELU_21407
OG0015152	HER_13105	ELU_21449
OG0015154	HER_17630	ELU_2148, ELU_48620
OG0015155	HER_12993	ELU_21541
OG0015156	HER_12999	ELU_21547
OG0015157	HER_13006	ELU_21562
OG0015158	HER_12818	ELU_21665
OG0015160	HER_12220	ELU_21919
OG0015161	HER_12254	ELU_21957
OG0015162	HER_12253	ELU_21958
OG0015163	HER_12002	ELU_22090, ELU_32656, ELU_7176, ELU_22093, ELU_22089
OG0015164	HER_12418	ELU_22117
OG0015164	HER_12417	ELU_22119
OG0015165	HER_12073	ELU_22193
OG0015167	HER_12035	ELU_22202
OG0015170	HER_14787	ELU_22542
OG0015171	HER_14904	ELU_22642
OG0015172	HER_19870	ELU_22661
OG0015173	HER_14383	ELU_22761
OG0015174	HER_14382	ELU_22762
OG0015175	HER_14381	ELU_22763
OG0015176	HER_16426	ELU_22807
OG0015177	HER_29262, HER_34296, HER_12865	ELU_22851
OG0015178	HER_15084, HER_15161	ELU_22960
OG0015179	HER_15181	ELU_22972
OG0015180	HER_15806	ELU_22994
OG0015181	HER_15677	ELU_23131
OG0015182	HER_15626	ELU_23162
OG0015183	HER_15694	ELU_23188, ELU_23187
OG0015184	HER_15756	ELU_23259
OG0015185	HER_15764	ELU_23264
OG0015186	HER_15767	ELU_23269
OG0015187	HER_16499	ELU_23392
OG0015188	HER_16472	ELU_23422, ELU_23423
OG0015190	HER_16433	ELU_23474
OG0015191	HER_16421	ELU_23482
OG0015192	HER_16358	ELU_23529, ELU_23533
OG0015193	HER_16351	ELU_23536
OG0015194	HER_16305	ELU_23572
OG0015197	HER_16280	ELU_23619
OG0015198	HER_16109	ELU_23742
OG0015199	HER_16009	ELU_23791, ELU_23788
OG0015202	HER_15983	ELU_23835
OG0015203	HER_15967	ELU_23866
OG0015204	HER_15950	ELU_23882
OG0015206	HER_15839, HER_15830	ELU_23928
OG0015207	HER_14657	ELU_23944
OG0015208	HER_14648	ELU_23953
OG0015209	HER_14612	ELU_23978
OG0015210	HER_14580	ELU_24018
OG0015212	HER_14549	ELU_24059
OG0015213	HER_14547	ELU_24061
OG0015214	HER_14514	ELU_24116, ELU_24117
OG0015216	HER_6246	ELU_24138, ELU_9944
OG0015217	HER_14428	ELU_24211
OG0015218	HER_15391	ELU_24235
OG0015219	HER_15421	ELU_44576, ELU_24264
OG0015220	HER_15451, HER_15430	ELU_24277
OG0015221	HER_15467, HER_15441	ELU_24282
OG0015222	HER_25125	ELU_24301
OG0015223	HER_15511	ELU_24348
OG0015225	HER_15327	ELU_24369, ELU_24365, ELU_24362
OG0015227	HER_15298	ELU_24381
OG0015228	HER_14950	ELU_24407
OG0015229	HER_15202	ELU_24413
OG0015230	HER_16867	ELU_24496
OG0015231	HER_16858	ELU_24502
OG0015232	HER_16817, HER_16813, HER_16811	ELU_24530
OG0015233	HER_16795	ELU_24555
OG0015234	HER_16677	ELU_24589
OG0015235	HER_16726	ELU_24636, ELU_24631
OG0015236	HER_16769	ELU_24686
OG0015237	HER_45153, HER_45354	ELU_24727
OG0015239	HER_45324	ELU_24789
OG0015240	HER_45254	ELU_24836
OG0015242	HER_44963	ELU_25159
OG0015243	HER_44879	ELU_25218
OG0015244	HER_44863	ELU_25240
OG0015245	HER_44793	ELU_25293
OG0015246	HER_44708	ELU_25371
OG0015247	HER_44572	ELU_25434
OG0015248	HER_44651, HER_44606	ELU_25480
OG0015249	HER_44521	ELU_25487
OG0015251	HER_46330, HER_46307	ELU_25568
OG0015252	HER_46294, HER_46321	ELU_25576
OG0015254	HER_45513	ELU_25597
OG0015255	HER_7995	ELU_41659, ELU_2563
OG0015256	HER_46341	ELU_25641
OG0015257	HER_46357	ELU_25657
OG0015258	HER_46370	ELU_25665
OG0015259	HER_46208	ELU_25714
OG0015261	HER_46083	ELU_25876
OG0015262	HER_46022	ELU_25928
OG0015263	HER_46011	ELU_25934
OG0015264	HER_45906	ELU_25964
OG0015265	HER_45911	ELU_25968
OG0015266	HER_45912	ELU_25969
OG0015267	HER_45923	ELU_25981
OG0015268	HER_33555	ELU_26044, ELU_26171
OG0015269	HER_22092	ELU_26072, ELU_26067
OG0015270	HER_45534	ELU_26069, ELU_26074
OG0015270	HER_39952	ELU_26868
OG0015271	HER_7584	ELU_26311
OG0015272	HER_7576	ELU_26318
OG0015273	HER_7678	ELU_26374
OG0015274	HER_7682	ELU_26382
OG0015276	HER_6773	ELU_26488
OG0015278	HER_6935	ELU_26637
OG0015280	HER_23479, HER_41043	ELU_26721, ELU_26725
OG0015282	HER_6992	ELU_26750
OG0015283	HER_6995	ELU_26753
OG0015285	HER_7093	ELU_26801
OG0015286	HER_7094	ELU_26802
OG0015287	HER_7416	ELU_26919, ELU_26917
OG0015288	HER_7408	ELU_26929
OG0015291	HER_7299	ELU_27001
OG0015292	HER_7266, HER_7251	ELU_27014, ELU_27018
OG0015293	HER_6611	ELU_27119
OG0015295	HER_6488	ELU_27228
OG0015296	HER_6300	ELU_27311
OG0015297	HER_6301	ELU_27312
OG0015298	HER_6253	ELU_27324, ELU_27320
OG0015299	HER_6257	ELU_27328
OG0015301	HER_6337, HER_6362, HER_6367	ELU_27418, ELU_27414, ELU_27410
OG0015304	HER_6424	ELU_27473
OG0015305	HER_6136	ELU_27531
OG0015306	HER_6145	ELU_27552
OG0015307	HER_6121	ELU_27587, ELU_27585
OG0015308	HER_6116	ELU_27597
OG0015309	HER_11209	ELU_2769, ELU_2772
OG0015310	HER_5916	ELU_27720
OG0015311	HER_5914	ELU_27723
OG0015313	HER_5634	ELU_27804
OG0015314	HER_5558	ELU_27838
OG0015315	HER_5729	ELU_27894
OG0015316	HER_38083	ELU_32222, ELU_28045
OG0015317	HER_48317	ELU_28087
OG0015320	HER_45850	ELU_28130, ELU_28136
OG0015322	HER_9495	ELU_28286
OG0015323	HER_9457	ELU_28289
OG0015324	HER_9459	ELU_28291
OG0015325	HER_9460	ELU_28292
OG0015326	HER_32714, HER_8527	ELU_37780, ELU_28299, ELU_28297
OG0015327	HER_9476, HER_9480	ELU_28317
OG0015328	HER_9392	ELU_28420
OG0015329	HER_9183	ELU_28469, ELU_28461
OG0015330	HER_8263, HER_8225	ELU_28512
OG0015331	HER_8700, HER_8701	ELU_28552
OG0015332	HER_8843, HER_8859	ELU_28602
OG0015333	HER_8777	ELU_28691
OG0015334	HER_8767	ELU_28699
OG0015335	HER_8766	ELU_28700
OG0015336	HER_46765, HER_11412	ELU_7835, ELU_28709, ELU_7832, ELU_31366
OG0015338	HER_8899	ELU_28723
OG0015339	HER_8904, HER_8910	ELU_28743
OG0015340	HER_9007	ELU_28770
OG0015341	HER_9010	ELU_28771
OG0015342	HER_9036, HER_9050	ELU_28788
OG0015343	HER_9004, HER_9054	ELU_28795
OG0015344	HER_9066	ELU_28805
OG0015345	HER_9071	ELU_28808
OG0015346	HER_9100	ELU_28842
OG0015347	HER_9102	ELU_28843
OG0015348	HER_9138	ELU_28885
OG0015349	HER_9165	ELU_28909, ELU_52841
OG0015350	HER_9344	ELU_28939
OG0015351	HER_9246	ELU_28999
OG0015353	HER_8302	ELU_29075
OG0015354	HER_8329	ELU_29085
OG0015355	HER_8338	ELU_29095
OG0015358	HER_8537	ELU_29242
OG0015359	HER_8438	ELU_29340
OG0015360	HER_8624	ELU_29369
OG0015361	HER_8625	ELU_29372
OG0015362	HER_8187	ELU_29449
OG0015363	HER_8185	ELU_29450, ELU_29451
OG0015364	HER_8168	ELU_29460
OG0015366	HER_8053, HER_7896	ELU_29534
OG0015367	HER_8114	ELU_29571
OG0015368	HER_7870	ELU_29594, ELU_29597
OG0015369	HER_44036	ELU_2963
OG0015370	HER_7927	ELU_29672
OG0015371	HER_7977	ELU_29714
OG0015372	HER_7999	ELU_29730
OG0015373	HER_8022, HER_8018	ELU_29740
OG0015374	HER_2810	ELU_7938, ELU_8242, ELU_29867, ELU_29853
OG0015377	HER_43923, HER_43947	ELU_37257, ELU_29943, ELU_29934, ELU_29935
OG0015379	HER_41392	ELU_47407
OG0015380	HER_9903	ELU_30047
OG0015381	HER_9994	ELU_30073
OG0015382	HER_9956	ELU_30086
OG0015383	HER_9955	ELU_30088
OG0015384	HER_9954	ELU_30091
OG0015385	HER_10487	ELU_30138
OG0015386	HER_10191	ELU_30161
OG0015388	HER_10187	ELU_30165
OG0015389	HER_6238	ELU_3022, ELU_39519
OG0015390	HER_10066	ELU_30220
OG0015391	HER_10152	ELU_30270
OG0015392	HER_9895	ELU_30316
OG0015393	HER_10428	ELU_30343
OG0015394	HER_10401	ELU_30387
OG0015395	HER_10400	ELU_30388
OG0015396	HER_11667	ELU_30523
OG0015397	HER_11885	ELU_30636
OG0015399	HER_10951	ELU_30745
OG0015400	HER_10958	ELU_30749
OG0015401	HER_2480	ELU_34456, ELU_3078
OG0015402	HER_11017	ELU_30802
OG0015403	HER_11021	ELU_30807
OG0015404	HER_10913	ELU_30832
OG0015406	HER_10882	ELU_30870
OG0015407	HER_12305, HER_12319	ELU_30883, ELU_30882
OG0015408	HER_10874	ELU_30885
OG0015409	HER_10808	ELU_30954
OG0015410	HER_10781	ELU_30968
OG0015411	HER_10766	ELU_30978
OG0015412	HER_10765	ELU_30979
OG0015413	HER_10598	ELU_31025, ELU_31029
OG0015414	HER_10555	ELU_31094
OG0015415	HER_10526	ELU_31131
OG0015416	HER_11259	ELU_31233
OG0015418	HER_11319	ELU_31274
OG0015419	HER_11348	ELU_31315
OG0015421	HER_11383	ELU_31339
OG0015422	HER_11493	ELU_31415
OG0015423	HER_11082	ELU_31461
OG0015425	HER_11227	ELU_31607
OG0015426	HER_11556	ELU_31657
OG0015427	HER_11555	ELU_31658
OG0015428	HER_11526	ELU_31676
OG0015429	HER_9661, HER_9616	ELU_31717
OG0015431	HER_10241, HER_10237, HER_10236, HER_10238	ELU_31802
OG0015433	HER_9752, HER_9757	ELU_31876
OG0015434	HER_9790	ELU_31906
OG0015435	HER_9817	ELU_31927
OG0015437	HER_70	ELU_31963, ELU_33353, ELU_33351
OG0015438	HER_18033	ELU_31973, ELU_48038
OG0015439	HER_22423	ELU_595, ELU_599, ELU_32168
OG0015441	HER_28150	ELU_32296, ELU_32308, ELU_32293, ELU_32300
OG0015442	HER_47404	ELU_32306, ELU_35073
OG0015443	HER_45522	ELU_3241, ELU_3246
OG0015444	HER_38190	ELU_32607, ELU_32602
OG0015445	HER_6279	ELU_32774, ELU_44789
OG0015446	HER_533	ELU_32867
OG0015447	HER_503, HER_501	ELU_32930
OG0015448	HER_426, HER_33902, HER_33915, HER_33917	ELU_32944
OG0015450	HER_227	ELU_33011
OG0015451	HER_632, HER_622	ELU_33061
OG0015453	HER_276	ELU_33183
OG0015454	HER_277	ELU_33185
OG0015455	HER_279	ELU_33189
OG0015456	HER_281	ELU_33191
OG0015458	HER_21176	ELU_3327, ELU_3321, ELU_47272, ELU_3323
OG0015459	HER_2	ELU_33250, ELU_33257
OG0015461	HER_591	ELU_33300
OG0015462	HER_139	ELU_33316
OG0015463	HER_77	ELU_33345, ELU_33347
OG0015464	HER_749	ELU_33369, ELU_33383
OG0015465	HER_898	ELU_33390
OG0015466	HER_887	ELU_33393
OG0015467	HER_1000	ELU_33438
OG0015469	HER_1076	ELU_33500
OG0015470	HER_1109	ELU_33544
OG0015471	HER_1158	ELU_33582, ELU_33583
OG0015472	HER_1182	ELU_33621
OG0015473	HER_1296	ELU_33699
OG0015474	HER_1352	ELU_33737
OG0015475	HER_1362	ELU_33742
OG0015476	HER_1546	ELU_33803
OG0015477	HER_1524	ELU_33810
OG0015478	HER_1522	ELU_33812
OG0015479	HER_1480	ELU_33849
OG0015480	HER_1479	ELU_33850
OG0015481	HER_1420	ELU_33883
OG0015482	HER_31400	ELU_33895
OG0015483	HER_36063	ELU_33901
OG0015485	HER_1710	ELU_34017
OG0015486	HER_1714	ELU_34022
OG0015487	HER_1717	ELU_34026
OG0015488	HER_1737	ELU_34052
OG0015489	HER_1812	ELU_36672, ELU_34121
OG0015491	HER_1989, HER_1996	ELU_34172
OG0015493	HER_2111, HER_2112	ELU_34211, ELU_34212
OG0015494	HER_2117	ELU_34222
OG0015495	HER_2194	ELU_34270
OG0015496	HER_2221	ELU_34286
OG0015497	HER_2291	ELU_34332
OG0015498	HER_2313	ELU_34342
OG0015500	HER_2378, HER_2362	ELU_34380
OG0015501	HER_2234, HER_2423	ELU_34390
OG0015502	HER_2469	ELU_34447
OG0015503	HER_2649	ELU_34495
OG0015504	HER_2604	ELU_34507
OG0015505	HER_2552	ELU_34565
OG0015506	HER_2551	ELU_34594
OG0015507	HER_4768, HER_2437	ELU_34643
OG0015508	HER_39025	ELU_50760, ELU_34922
OG0015509	HER_20224	ELU_3510, ELU_44853
OG0015510	HER_12231	ELU_3686, ELU_43724, ELU_35150
OG0015511	HER_25386, HER_32974	ELU_35191, ELU_37148
OG0015512	HER_67, HER_49	ELU_35265, ELU_35272
OG0015514	HER_35814	ELU_35382
OG0015516	HER_19198	ELU_50002, ELU_3546
OG0015517	HER_32016	ELU_35478
OG0015518	HER_33374	ELU_35611
OG0015519	HER_33397	ELU_35633
OG0015520	HER_26176	ELU_35682, ELU_37437
OG0015521	HER_32567, HER_32587	ELU_35704
OG0015522	HER_32658	ELU_35750
OG0015523	HER_33216	ELU_35791, ELU_35799, ELU_52789, ELU_35786
OG0015524	HER_33517	ELU_35810
OG0015526	HER_12427	ELU_35926, ELU_43254, ELU_35925
OG0015527	HER_33096	ELU_35984
OG0015528	HER_33018	ELU_36027, ELU_36020
OG0015529	HER_32993, HER_31407	ELU_36037, ELU_36039, ELU_36038
OG0015530	HER_33778	ELU_36165
OG0015531	HER_33782	ELU_36170
OG0015533	HER_9109	ELU_53055, ELU_36314, ELU_49646
OG0015534	HER_14354	ELU_36370, ELU_36374
OG0015535	HER_24682	ELU_36462
OG0015536	HER_27283	ELU_36589
OG0015537	HER_9631, HER_36595, HER_1814	ELU_36616
OG0015539	HER_3516	ELU_51136, ELU_37008
OG0015540	HER_46280	ELU_37018
OG0015541	HER_6234	ELU_37043
OG0015543	HER_5654	ELU_3728, ELU_3736
OG0015544	HER_2783	ELU_37685
OG0015545	HER_2782	ELU_37686
OG0015546	HER_2780	ELU_37687
OG0015547	HER_2715	ELU_37710
OG0015548	HER_25107, HER_25103	ELU_37715
OG0015553	HER_3604, HER_3608	ELU_37872, ELU_37871
OG0015554	HER_3629, HER_3630	ELU_37889
OG0015555	HER_3634	ELU_37893
OG0015556	HER_3710	ELU_37961
OG0015557	HER_3725	ELU_38004
OG0015558	HER_3771, HER_3762	ELU_38028
OG0015559	HER_3797	ELU_38052
OG0015560	HER_15142	ELU_46240, ELU_38117, ELU_38126, ELU_43330
OG0015561	HER_3039	ELU_38200, ELU_38198
OG0015562	HER_48392	ELU_38202
OG0015563	HER_2868	ELU_38212
OG0015564	HER_2676	ELU_38268
OG0015565	HER_3140, HER_3180	ELU_38291, ELU_38295
OG0015566	HER_16567	ELU_3832
OG0015566	HER_16569	ELU_3831
OG0015567	HER_35041	ELU_38320
OG0015568	HER_3054	ELU_38350
OG0015569	HER_26956	ELU_38434
OG0015571	HER_1060	ELU_3844, ELU_3845
OG0015573	HER_4036	ELU_38556
OG0015574	HER_4094	ELU_38578
OG0015575	HER_4088, HER_4089	ELU_38580, ELU_38581
OG0015577	HER_4319	ELU_38793, ELU_38794
OG0015578	HER_4311	ELU_38804
OG0015579	HER_27265, HER_48663	ELU_38862, ELU_38853
OG0015580	HER_4293	ELU_38888
OG0015581	HER_4294	ELU_38891
OG0015582	HER_4388	ELU_38930
OG0015584	HER_4324	ELU_39031
OG0015588	HER_5126	ELU_39163
OG0015589	HER_5070	ELU_39182
OG0015590	HER_4962	ELU_39213
OG0015591	HER_4759	ELU_39222
OG0015592	HER_4758	ELU_39224
OG0015593	HER_4712	ELU_39236
OG0015595	HER_5235	ELU_39335
OG0015597	HER_49137, HER_30884, HER_30896, HER_41122, HER_43012	ELU_39434
OG0015599	HER_29678	ELU_39708
OG0015601	HER_29774	ELU_39779
OG0015602	HER_29831, HER_29812, HER_29825	ELU_39819, ELU_39820
OG0015603	HER_29848	ELU_39828, ELU_39826, ELU_39827, ELU_39829
OG0015604	HER_29860	ELU_39839, ELU_39843
OG0015605	HER_29936	ELU_39860
OG0015606	HER_29967	ELU_39911, ELU_52732
OG0015607	HER_29968	ELU_39912
OG0015608	HER_21046	ELU_39977, ELU_39987, ELU_39993
OG0015609	HER_29438	ELU_40007
OG0015610	HER_29603	ELU_40037
OG0015610	HER_29617	ELU_40038
OG0015611	HER_29531	ELU_40087
OG0015612	HER_29498, HER_29496	ELU_40111
OG0015613	HER_20977	ELU_40125
OG0015614	HER_30192	ELU_40196
OG0015615	HER_30090	ELU_40204, ELU_40201
OG0015616	HER_29841	ELU_4032, ELU_4034, ELU_4022, ELU_4024
OG0015617	HER_31097	ELU_40270
OG0015618	HER_31014	ELU_40281
OG0015619	HER_30996	ELU_40369
OG0015620	HER_30986	ELU_40378
OG0015621	HER_30982	ELU_40382
OG0015622	HER_18633	ELU_40430, ELU_40436, ELU_48186
OG0015623	HER_30928	ELU_40444, ELU_40440
OG0015624	HER_30927	ELU_40445
OG0015625	HER_30359, HER_30334	ELU_40470
OG0015626	HER_30327, HER_30350	ELU_40490
OG0015628	HER_30643	ELU_40602
OG0015629	HER_30711	ELU_40645
OG0015630	HER_30718	ELU_40656, ELU_40661
OG0015632	HER_30735	ELU_40701
OG0015633	HER_30767, HER_30757	ELU_40719
OG0015634	HER_30763, HER_30774	ELU_40737, ELU_40734
OG0015635	HER_30799	ELU_40782
OG0015637	HER_30836	ELU_40814
OG0015638	HER_30556	ELU_40913
OG0015639	HER_30538	ELU_40921
OG0015640	HER_30527	ELU_40934
OG0015641	HER_31295	ELU_41021
OG0015642	HER_31290	ELU_41028
OG0015643	HER_31287	ELU_41035
OG0015644	HER_43918	ELU_4113, ELU_4116
OG0015646	HER_41407, HER_44141	ELU_41247
OG0015648	HER_9805, HER_1487	ELU_41622
OG0015649	HER_37542	ELU_41690
OG0015651	HER_25156	ELU_41769
OG0015652	HER_25150	ELU_41770
OG0015653	HER_25146	ELU_41775
OG0015654	HER_25202	ELU_41801
OG0015655	HER_24989, HER_25292	ELU_41881
OG0015656	HER_24899	ELU_41931
OG0015657	HER_24961	ELU_41956
OG0015658	HER_35556	ELU_41985
OG0015660	HER_24310	ELU_42066
OG0015661	HER_24365	ELU_42133
OG0015662	HER_24370	ELU_42136
OG0015663	HER_24372	ELU_42137
OG0015664	HER_24436, HER_24455	ELU_42175
