Orthogroup	H_tub.longestprot	E_luc.longestprot
OG0015492	HTU_13172	ELU_34203
OG0015493	HTU_13163	ELU_34211, ELU_34212
OG0015494	HTU_13156	ELU_34222
OG0015495	HTU_13083	ELU_34270
OG0015496	HTU_13067	ELU_34286
OG0015497	HTU_13040	ELU_34332
OG0015498	HTU_13032	ELU_34342
OG0015499	HTU_13019	ELU_34351, ELU_34355, ELU_34356, ELU_51590
OG0015500	HTU_12992	ELU_34380
OG0015502	HTU_12927	ELU_34447
OG0015503	HTU_5475, HTU_12740	ELU_34495
OG0015504	HTU_12788, HTU_12786	ELU_34507
OG0015505	HTU_12828	ELU_34565
OG0015506	HTU_12830	ELU_34594
OG0015507	HTU_13388	ELU_34643
OG0015509	HTU_17933	ELU_3510, ELU_44853
OG0015514	HTU_20839	ELU_35382
OG0015515	HTU_5552, HTU_5898	ELU_35441, ELU_35437
OG0015516	HTU_26646	ELU_50002, ELU_3546
OG0015517	HTU_5932	ELU_35478
OG0015518	HTU_6404	ELU_35611
OG0015519	HTU_6426	ELU_35633
OG0015520	HTU_2611, HTU_2595, HTU_2609	ELU_35682, ELU_37437
OG0015522	HTU_6277	ELU_35750
OG0015524	HTU_6967	ELU_35810
OG0015525	HTU_6872	ELU_35881
OG0015526	HTU_6824, HTU_6801	ELU_35926, ELU_43254, ELU_35925
OG0015527	HTU_6667	ELU_35984
OG0015529	HTU_6717	ELU_36037, ELU_36039, ELU_36038
OG0015530	HTU_7384	ELU_36165
OG0015531	HTU_7380	ELU_36170
OG0015534	HTU_18886	ELU_36370, ELU_36374
OG0015535	HTU_23903	ELU_36462
OG0015536	HTU_3535	ELU_36589
OG0015537	HTU_30875, HTU_30874	ELU_36616
OG0015540	HTU_30199, HTU_30362	ELU_37018
OG0015543	HTU_40285	ELU_3728, ELU_3736
OG0015544	HTU_365	ELU_37685
OG0015545	HTU_366	ELU_37686
OG0015546	HTU_367	ELU_37687
OG0015547	HTU_393	ELU_37710
OG0015549	HTU_407	ELU_37723, ELU_37719, ELU_37717, ELU_37716, ELU_37720
OG0015552	HTU_16562, HTU_15522, HTU_14920	ELU_37859
OG0015553	HTU_783	ELU_37872, ELU_37871
OG0015555	HTU_804	ELU_37893
OG0015556	HTU_886	ELU_37961
OG0015557	HTU_901	ELU_38004
OG0015558	HTU_933	ELU_38028
OG0015559	HTU_958	ELU_38052
OG0015561	HTU_477	ELU_38200, ELU_38198
OG0015564	HTU_412	ELU_38268
OG0015565	HTU_81, HTU_130	ELU_38291, ELU_38295
OG0015566	HTU_20923	ELU_3832, ELU_3831
OG0015568	HTU_596	ELU_38350
OG0015569	HTU_1577	ELU_38434
OG0015570	HTU_499	ELU_38436
OG0015571	HTU_11858	ELU_3844, ELU_3845
OG0015572	HTU_1097, HTU_1090	ELU_38471
OG0015574	HTU_1192, HTU_1166	ELU_38578
OG0015575	HTU_1188, HTU_1163	ELU_38580, ELU_38581
OG0015576	HTU_7297, HTU_20009, HTU_16199	ELU_38716, ELU_44038
OG0015577	HTU_20, HTU_24	ELU_38793, ELU_38794
OG0015578	HTU_2198, HTU_2186	ELU_38804
OG0015579	HTU_26606	ELU_38862, ELU_38853
OG0015580	HTU_2163	ELU_38888
OG0015581	HTU_2166	ELU_38891
OG0015582	HTU_2018	ELU_38930
OG0015584	HTU_2121	ELU_39031
OG0015585	HTU_2125	ELU_39037, ELU_39039, ELU_39036, ELU_39040
OG0015586	HTU_1138	ELU_39080
OG0015587	HTU_1326	ELU_39095, ELU_39093, ELU_39091
OG0015588	HTU_1461	ELU_39163
OG0015589	HTU_1419	ELU_39182
OG0015590	HTU_1340	ELU_39213
OG0015591	HTU_1783	ELU_39222
OG0015592	HTU_1784	ELU_39224
OG0015593	HTU_1813	ELU_39236
OG0015594	HTU_32245, HTU_32224	ELU_39271
OG0015595	HTU_1520	ELU_39335
OG0015596	HTU_27668, HTU_4518, HTU_23175, HTU_23168	ELU_39367
OG0015598	HTU_22441, HTU_22436, HTU_28164	ELU_3962, ELU_3969
OG0015599	HTU_13598	ELU_39708
OG0015600	HTU_2069	ELU_3977, ELU_6835
OG0015601	HTU_13653	ELU_39779
OG0015602	HTU_13678	ELU_39819, ELU_39820
OG0015603	HTU_13686	ELU_39828, ELU_39826, ELU_39827, ELU_39829
OG0015604	HTU_13701	ELU_39839, ELU_39843
OG0015605	HTU_13290	ELU_39860
OG0015606	HTU_13773	ELU_39911, ELU_52732
OG0015607	HTU_13774	ELU_39912
OG0015608	HTU_11071	ELU_39977, ELU_39987, ELU_39993
OG0015609	HTU_13451, HTU_13411	ELU_40007
OG0015611	HTU_13518	ELU_40087
OG0015612	HTU_13464, HTU_13491	ELU_40111
OG0015613	HTU_18667	ELU_40125
OG0015614	HTU_13317, HTU_13952	ELU_40196
OG0015615	HTU_13887	ELU_40204, ELU_40201
OG0015616	HTU_13680	ELU_4032, ELU_4034, ELU_4022, ELU_4024
OG0015617	HTU_14707	ELU_40270
OG0015618	HTU_14643, HTU_14647	ELU_40281
OG0015619	HTU_14613	ELU_40369
OG0015620	HTU_14605	ELU_40378
OG0015621	HTU_14602	ELU_40382
OG0015622	HTU_28320	ELU_40430, ELU_40436, ELU_48186
OG0015623	HTU_14561	ELU_40444, ELU_40440
OG0015624	HTU_14560	ELU_40445
OG0015625	HTU_14088	ELU_40470
OG0015626	HTU_14080	ELU_40490
OG0015628	HTU_14362	ELU_40602
OG0015629	HTU_14415	ELU_40645
OG0015630	HTU_14425	ELU_40656, ELU_40661
OG0015631	HTU_19538, HTU_19535	ELU_4066, ELU_4068, ELU_4069, ELU_4067
OG0015632	HTU_14455	ELU_40701
OG0015633	HTU_14474	ELU_40719
OG0015634	HTU_14478	ELU_40737, ELU_40734
OG0015635	HTU_14496	ELU_40782
OG0015637	HTU_14520	ELU_40814
OG0015638	HTU_14305	ELU_40913
OG0015639	HTU_14297	ELU_40921
OG0015640	HTU_14284	ELU_40934
OG0015641	HTU_14812	ELU_41021
OG0015642	HTU_14806	ELU_41028
OG0015643	HTU_14753, HTU_14802	ELU_41035
OG0015644	HTU_39013, HTU_39025	ELU_4113, ELU_4116
OG0015645	HTU_17923	ELU_44868
OG0015645	HTU_23295	ELU_44867, ELU_41246, ELU_44866
OG0015646	HTU_34412	ELU_41247
OG0015647	HTU_23449	ELU_41437, ELU_41434, ELU_41430
OG0015648	HTU_38551, HTU_33428	ELU_41622
OG0015649	HTU_32181	ELU_41690
OG0015651	HTU_24206	ELU_41769
OG0015652	HTU_24205	ELU_41770
OG0015653	HTU_24201	ELU_41775
OG0015654	HTU_24248	ELU_41801
OG0015655	HTU_24139	ELU_41881
OG0015656	HTU_24083	ELU_41931
OG0015657	HTU_24105	ELU_41956
OG0015659	HTU_23977	ELU_42029
OG0015660	HTU_23621	ELU_42066
OG0015661	HTU_23683	ELU_42133
OG0015662	HTU_23689	ELU_42136
OG0015663	HTU_23690	ELU_42137
OG0015664	HTU_23736	ELU_42175
OG0015665	HTU_23850	ELU_42306
OG0015666	HTU_23861	ELU_42310
OG0015667	HTU_23863	ELU_42312
OG0015668	HTU_23883	ELU_42324
OG0015670	HTU_23464	ELU_42345
OG0015671	HTU_23465	ELU_42346
OG0015672	HTU_23472	ELU_42354
OG0015673	HTU_23269	ELU_42372
OG0015674	HTU_23106	ELU_42385
OG0015675	HTU_23217	ELU_42482
OG0015676	HTU_23204	ELU_42488
OG0015678	HTU_36927, HTU_27995, HTU_37930, HTU_7443	ELU_42553
OG0015680	HTU_22989	ELU_42564
OG0015682	HTU_1576	ELU_42587
OG0015683	HTU_23058	ELU_42601
OG0015684	HTU_23024, HTU_22981	ELU_42622
OG0015685	HTU_23030	ELU_42635, ELU_42632
OG0015686	HTU_23002	ELU_42640
OG0015687	HTU_23554, HTU_23552	ELU_42738
OG0015688	HTU_23931	ELU_42764
OG0015689	HTU_23289	ELU_42803
OG0015690	HTU_23290	ELU_42804
OG0015691	HTU_23306	ELU_42817
OG0015692	HTU_23333	ELU_42858
OG0015694	HTU_23419	ELU_42910, ELU_42901
OG0015697	HTU_4201	ELU_7313, ELU_46682, ELU_43133, ELU_52296, ELU_46678
OG0015699	HTU_20904	ELU_43238
OG0015700	HTU_3524	ELU_4330
OG0015702	HTU_16150	ELU_9091, ELU_43412, ELU_43411
OG0015703	HTU_36028	ELU_43448
OG0015705	HTU_3513	ELU_4361
OG0015708	HTU_18313	ELU_44025, ELU_44022
OG0015709	HTU_33548	ELU_44381, ELU_44069
OG0015711	HTU_4949	ELU_44096, ELU_44098, ELU_44094
OG0015712	HTU_8391	ELU_44197
OG0015713	HTU_8390	ELU_44205, ELU_44198
OG0015714	HTU_34415	ELU_44271
OG0015716	HTU_40099, HTU_40107, HTU_39991	ELU_44566
OG0015717	HTU_38272, HTU_38251	ELU_44760, ELU_47571
OG0015719	HTU_17889	ELU_44918
OG0015720	HTU_17936	ELU_44928, ELU_44929
OG0015721	HTU_17735, HTU_17955	ELU_44946
OG0015722	HTU_17957, HTU_17737	ELU_44949
OG0015723	HTU_17972	ELU_44977
OG0015724	HTU_18082	ELU_45024, ELU_45029
OG0015725	HTU_18153	ELU_45074
OG0015726	HTU_18171	ELU_45082
OG0015727	HTU_18209	ELU_45092
OG0015728	HTU_18325	ELU_45141
OG0015730	HTU_18290	ELU_45277
OG0015731	HTU_18355	ELU_45321
OG0015732	HTU_18383	ELU_45348
OG0015733	HTU_18451	ELU_45392, ELU_45381
OG0015734	HTU_18452	ELU_45382, ELU_45393
OG0015735	HTU_18467, HTU_18482	ELU_45403
OG0015736	HTU_18512	ELU_45417
OG0015737	HTU_18523	ELU_45436
OG0015738	HTU_18628	ELU_45477
OG0015739	HTU_18671	ELU_45508
OG0015740	HTU_18589	ELU_45519
OG0015741	HTU_18574	ELU_45530
OG0015742	HTU_18560	ELU_45544
OG0015743	HTU_17647	ELU_45584
OG0015744	HTU_17667, HTU_17653	ELU_45591, ELU_45598
OG0015746	HTU_17344	ELU_45702
OG0015747	HTU_17366	ELU_45733
OG0015748	HTU_17415, HTU_17425	ELU_45833
OG0015749	HTU_17818	ELU_45892, ELU_45894, ELU_45897
OG0015750	HTU_17805	ELU_45913
OG0015751	HTU_18754, HTU_18791, HTU_18753	ELU_45985
OG0015752	HTU_17566	ELU_46003, ELU_51960
OG0015753	HTU_17577	ELU_46014, ELU_46012
OG0015754	HTU_17715	ELU_46064, ELU_46046
OG0015755	HTU_17708, HTU_17725	ELU_46067
OG0015756	HTU_17268	ELU_46072
OG0015757	HTU_17297	ELU_46109
OG0015758	HTU_17514	ELU_46131
OG0015759	HTU_3393	ELU_4630
OG0015760	HTU_3462	ELU_4637
OG0015761	HTU_3446	ELU_4653
OG0015762	HTU_3424	ELU_4658
OG0015764	HTU_26744	ELU_46605
OG0015765	HTU_3422	ELU_4661
OG0015766	HTU_35983	ELU_46816
OG0015767	HTU_34122	ELU_46943
OG0015768	HTU_21762	ELU_46983, ELU_46980
OG0015769	HTU_31607	ELU_47076
OG0015770	HTU_28839	ELU_47089
OG0015772	HTU_28464	ELU_47177, ELU_47181
OG0015773	HTU_612, HTU_616	ELU_47194
OG0015774	HTU_13937	ELU_47243
OG0015775	HTU_3496	ELU_4734
OG0015776	HTU_9704	ELU_47346, ELU_7454
OG0015777	HTU_28672	ELU_47552, ELU_47553, ELU_47748
OG0015778	HTU_9017, HTU_7647	ELU_476
OG0015780	HTU_28647	ELU_47766
OG0015781	HTU_28627, HTU_17334	ELU_47770
OG0015782	HTU_28636	ELU_47780
OG0015783	HTU_28548	ELU_47889, ELU_47888
OG0015784	HTU_28542	ELU_47896
OG0015785	HTU_28487	ELU_47941
OG0015786	HTU_28495	ELU_47947
OG0015787	HTU_28470	ELU_47983
OG0015788	HTU_28472	ELU_47985
OG0015789	HTU_27546	ELU_48028
OG0015790	HTU_27380	ELU_48056
OG0015791	HTU_27377	ELU_48059
OG0015792	HTU_27295	ELU_48073
OG0015793	HTU_27312	ELU_48109
OG0015794	HTU_3022	ELU_4812, ELU_4815
OG0015795	HTU_27524	ELU_48211
OG0015796	HTU_27509	ELU_48224
OG0015797	HTU_27495	ELU_48233
OG0015798	HTU_27494	ELU_48234
OG0015799	HTU_27492	ELU_48236
OG0015800	HTU_27484	ELU_48243
OG0015801	HTU_27477	ELU_48257
OG0015802	HTU_3031	ELU_4826, ELU_51722
OG0015803	HTU_27465	ELU_48271
OG0015804	HTU_27456	ELU_48279
OG0015805	HTU_27442	ELU_48292
OG0015807	HTU_27615	ELU_48445
OG0015808	HTU_3689	ELU_4849
OG0015809	HTU_27665	ELU_48532
OG0015810	HTU_27666	ELU_48533
OG0015811	HTU_3516	ELU_4856
OG0015813	HTU_27719	ELU_48578
OG0015814	HTU_27723	ELU_48583
OG0015815	HTU_27731	ELU_48587
OG0015816	HTU_27768	ELU_48632
OG0015817	HTU_27835	ELU_48695
OG0015818	HTU_27845	ELU_48704
OG0015819	HTU_3709	ELU_4876
OG0015820	HTU_27926	ELU_48792
OG0015821	HTU_27985	ELU_48844
OG0015822	HTU_28016	ELU_48887
OG0015823	HTU_28019	ELU_48893
OG0015824	HTU_27341	ELU_48923
OG0015826	HTU_27253	ELU_48974
OG0015827	HTU_27233	ELU_48981
OG0015828	HTU_27232	ELU_48982
OG0015829	HTU_27057	ELU_49060
OG0015830	HTU_27152, HTU_27158	ELU_49105
OG0015831	HTU_26974	ELU_49144
OG0015832	HTU_26964	ELU_49164
OG0015833	HTU_26958	ELU_49177
OG0015834	HTU_26925	ELU_49201
OG0015835	HTU_26907	ELU_49217
OG0015836	HTU_26904	ELU_49220
OG0015837	HTU_28361	ELU_49339
OG0015838	HTU_28364	ELU_49340
OG0015839	HTU_28366	ELU_49342
OG0015840	HTU_28368	ELU_49347, ELU_49345
OG0015841	HTU_28371	ELU_49359, ELU_49355, ELU_590, ELU_49356
OG0015842	HTU_2676	ELU_4936
OG0015843	HTU_28372	ELU_49362
OG0015844	HTU_28390	ELU_49394
OG0015845	HTU_28391	ELU_49395
OG0015847	HTU_28416	ELU_49444
OG0015848	HTU_28427	ELU_49452
OG0015849	HTU_28437	ELU_49470
OG0015850	HTU_27121	ELU_49503
OG0015851	HTU_27120	ELU_49504
OG0015852	HTU_27092	ELU_49530
OG0015853	HTU_27090	ELU_49532
OG0015854	HTU_27077	ELU_49554
OG0015855	HTU_28085	ELU_49588
OG0015856	HTU_28097	ELU_49600
OG0015857	HTU_28098	ELU_49601
OG0015858	HTU_28104	ELU_49609
OG0015859	HTU_28107	ELU_49613
OG0015860	HTU_28112	ELU_49620
OG0015864	HTU_28217	ELU_49721
OG0015865	HTU_28220	ELU_49725
OG0015866	HTU_28231	ELU_49738
OG0015867	HTU_28234	ELU_49740
OG0015868	HTU_28240	ELU_49746
OG0015869	HTU_28266	ELU_49768
OG0015870	HTU_28267	ELU_49769
OG0015871	HTU_28279	ELU_49789
OG0015872	HTU_28284	ELU_49795
OG0015873	HTU_28302, HTU_28303	ELU_49817
OG0015874	HTU_28308	ELU_49821
OG0015875	HTU_2626	ELU_4983
OG0015876	HTU_26771	ELU_49842, ELU_49845
OG0015877	HTU_2623	ELU_4986
OG0015878	HTU_2622	ELU_4988
OG0015879	HTU_26736	ELU_49893
OG0015880	HTU_26679	ELU_49963
OG0015881	HTU_26633	ELU_50034
OG0015882	HTU_25299, HTU_25260	ELU_50192, ELU_50190
OG0015883	HTU_2802	ELU_5028
OG0015884	HTU_41490	ELU_53409, ELU_50328
OG0015885	HTU_31206	ELU_50463
OG0015888	HTU_4939, HTU_4951	ELU_50650, ELU_52588, ELU_6968, ELU_7661
OG0015889	HTU_31983	ELU_50880
OG0015890	HTU_37913, HTU_37924	ELU_51004, ELU_51010
OG0015891	HTU_13007	ELU_51126, ELU_51128
OG0015893	HTU_25980	ELU_51140
OG0015894	HTU_16134	ELU_9086, ELU_51455
OG0015895	HTU_25271	ELU_51711
OG0015897	HTU_2525, HTU_1940	ELU_5219
OG0015898	HTU_2484, HTU_2333	ELU_5223
OG0015899	HTU_2478	ELU_5224
OG0015900	HTU_2477	ELU_5225
OG0015901	HTU_25917	ELU_52287
OG0015903	HTU_36667	ELU_52690
OG0015905	HTU_37659	ELU_52991, ELU_52983, ELU_52987
OG0015906	HTU_41842	ELU_53092, ELU_53088
OG0015907	HTU_40541	ELU_53099
OG0015908	HTU_40481	ELU_53176
OG0015909	HTU_40369	ELU_53274
OG0015910	HTU_40327	ELU_53282
OG0015911	HTU_41081	ELU_53308
OG0015912	HTU_40860, HTU_40852	ELU_53351
OG0015913	HTU_2877	ELU_5336
OG0015914	HTU_2876	ELU_5337
OG0015915	HTU_40878	ELU_53373
OG0015916	HTU_40882	ELU_53377
OG0015917	HTU_2857, HTU_2842	ELU_5344
OG0015918	HTU_41545	ELU_53444
OG0015919	HTU_41571	ELU_53482
OG0015920	HTU_41582	ELU_53491
OG0015921	HTU_2891, HTU_2888	ELU_5351
OG0015923	HTU_41598	ELU_53522, ELU_53531
OG0015924	HTU_41626	ELU_53546
OG0015925	HTU_41873	ELU_53576, ELU_53572
OG0015926	HTU_41355	ELU_53620
OG0015927	HTU_41347	ELU_53642, ELU_53637
OG0015928	HTU_41272	ELU_53711
OG0015929	HTU_41256	ELU_53741, ELU_53748
OG0015930	HTU_41235	ELU_53783
OG0015931	HTU_31554	ELU_53800
OG0015932	HTU_41187	ELU_53852
OG0015933	HTU_41184	ELU_53855
OG0015934	HTU_41123	ELU_53919
OG0015935	HTU_41015, HTU_41006	ELU_53940
OG0015936	HTU_40778	ELU_54021
OG0015937	HTU_40779	ELU_54022
OG0015938	HTU_41743	ELU_54079, ELU_54080
OG0015939	HTU_41744	ELU_54082
OG0015940	HTU_41779	ELU_54121
OG0015941	HTU_41455	ELU_54221, ELU_54215
OG0015942	HTU_41425	ELU_54242
OG0015943	HTU_41416	ELU_54258, ELU_54250
OG0015944	HTU_41387	ELU_54288
OG0015945	HTU_41389	ELU_54290
OG0015946	HTU_2264, HTU_2249, HTU_2281	ELU_5464
OG0015947	HTU_2403	ELU_5496
OG0015948	HTU_2556	ELU_559, ELU_561
OG0015949	HTU_4076	ELU_7071, ELU_5727
OG0015950	HTU_4077	ELU_5728
OG0015951	HTU_4078	ELU_5729
OG0015953	HTU_5029	ELU_5858
OG0015954	HTU_5050	ELU_5883
OG0015955	HTU_5103	ELU_5936
OG0015956	HTU_4650	ELU_5991
OG0015957	HTU_3948	ELU_6003
OG0015958	HTU_4733	ELU_6033
OG0015960	HTU_4697	ELU_6064
OG0015961	HTU_4690	ELU_6075
OG0015962	HTU_4687	ELU_6077
OG0015963	HTU_4677	ELU_6093
OG0015964	HTU_15705, HTU_4667	ELU_6107, ELU_6100
OG0015965	HTU_5215	ELU_6151
OG0015967	HTU_4332, HTU_3988	ELU_6198
OG0015968	HTU_4283	ELU_6226
OG0015969	HTU_7414, HTU_7480	ELU_6241
OG0015970	HTU_4217	ELU_6304
OG0015971	HTU_4234	ELU_6322
OG0015972	HTU_4041	ELU_6348
OG0015973	HTU_4040	ELU_6350
OG0015974	HTU_4609	ELU_6521
OG0015975	HTU_4597	ELU_6528
OG0015976	HTU_4580	ELU_6551
OG0015977	HTU_4545	ELU_6593
OG0015978	HTU_4498	ELU_6635
OG0015979	HTU_4485	ELU_6653
OG0015980	HTU_4471	ELU_6676
OG0015981	HTU_4440	ELU_6685, ELU_6681
OG0015983	HTU_4355	ELU_6761
OG0015984	HTU_3959, HTU_3961	ELU_6829
OG0015985	HTU_4780	ELU_6895
OG0015986	HTU_4790	ELU_6908
OG0015987	HTU_4794	ELU_6912
OG0015988	HTU_4796	ELU_6913
OG0015989	HTU_5237	ELU_6955
OG0015990	HTU_5240	ELU_6957
OG0015991	HTU_5271	ELU_6960
OG0015992	HTU_5269	ELU_7028, ELU_7030
OG0015993	HTU_5380	ELU_7066
OG0015994	HTU_533	ELU_7264
OG0015995	HTU_23969	ELU_7290
OG0015996	HTU_9706	ELU_7458
OG0015998	HTU_19542	ELU_7673
OG0015999	HTU_14786	ELU_7763, ELU_7771
OG0016000	HTU_15014	ELU_7984
OG0016001	HTU_15236	ELU_8058, ELU_8069, ELU_8037
OG0016002	HTU_15223	ELU_8047
OG0016003	HTU_15263	ELU_8098, ELU_8084, ELU_8123
OG0016004	HTU_15248, HTU_15249, HTU_15251	ELU_8114
OG0016005	HTU_15327	ELU_8154
OG0016006	HTU_15043	ELU_8222
OG0016007	HTU_15874	ELU_8288
OG0016008	HTU_15720	ELU_8381, ELU_8382
OG0016009	HTU_15703	ELU_8403
OG0016010	HTU_15696	ELU_8414
OG0016011	HTU_15560	ELU_8532
OG0016012	HTU_14929, HTU_15527, HTU_14927, HTU_15526	ELU_8539
OG0016013	HTU_15537	ELU_8559
OG0016014	HTU_15508	ELU_8576
OG0016015	HTU_15498	ELU_8579
OG0016017	HTU_15491	ELU_8602
OG0016018	HTU_15482	ELU_8624
OG0016019	HTU_15458	ELU_8636
OG0016020	HTU_15449	ELU_8646
OG0016021	HTU_15130	ELU_8835, ELU_8832
OG0016022	HTU_10407	ELU_8908, ELU_9563
OG0016023	HTU_16053	ELU_8927
OG0016024	HTU_16075	ELU_8945
OG0016027	HTU_16137	ELU_9099
OG0016028	HTU_16219	ELU_9156
OG0016029	HTU_16537	ELU_9283
OG0016030	HTU_16547	ELU_9297
OG0016031	HTU_16560	ELU_9313
OG0016033	HTU_16288	ELU_9543
OG0016034	HTU_16804	ELU_9687
OG0016035	HTU_16805	ELU_9690
OG0016036	HTU_16808	ELU_9787
OG0016395	HTU_24290	ELU_10157
OG0016397	HTU_2376	ELU_10260, ELU_7687, ELU_10259
OG0016399	HTU_21826	ELU_10376, ELU_3653
OG0016403	HTU_37533	ELU_41324, ELU_10485, ELU_41328, ELU_41332
OG0016404	HTU_13079	ELU_10580
OG0016405	HTU_33563	ELU_1063, ELU_751
OG0016410	HTU_29612	ELU_10924, ELU_10921, ELU_36312
OG0016412	HTU_26444	ELU_11100
OG0016414	HTU_26185	ELU_11155
OG0016415	HTU_26543, HTU_26548	ELU_11192, ELU_11187
OG0016416	HTU_26378	ELU_11200
OG0016418	HTU_26226	ELU_11356, ELU_11362
OG0016420	HTU_25281	ELU_11398
OG0016422	HTU_25286, HTU_25284	ELU_11402
OG0016425	HTU_25171, HTU_25446	ELU_11536
OG0016427	HTU_25464	ELU_11572
OG0016428	HTU_25478, HTU_25472	ELU_11581
OG0016429	HTU_25481, HTU_25469	ELU_806, ELU_11587
OG0016430	HTU_25554	ELU_11661
OG0016431	HTU_25588	ELU_18553, ELU_11665
OG0016432	HTU_25626	ELU_11717
OG0016433	HTU_25633	ELU_11733
OG0016434	HTU_25717	ELU_39574, ELU_35253, ELU_11805
OG0016440	HTU_26112	ELU_12229, ELU_12225
OG0016441	HTU_26123	ELU_12232
OG0016442	HTU_26155	ELU_12256
OG0016443	HTU_26251	ELU_12272
OG0016445	HTU_25228	ELU_12339
OG0016450	HTU_24979	ELU_12602, ELU_12630
OG0016452	HTU_24935	ELU_12655
OG0016455	HTU_24698	ELU_12994, ELU_12995
OG0016456	HTU_24639	ELU_13053
OG0016458	HTU_24533	ELU_13165
OG0016460	HTU_375	ELU_13293
OG0016463	HTU_35543, HTU_35538	ELU_44118, ELU_13676
OG0016464	HTU_20921	ELU_13685, ELU_13696, ELU_46960
OG0016465	HTU_30776, HTU_30432	ELU_13729
OG0016467	HTU_31168, HTU_31167	ELU_13859
OG0016468	HTU_31145	ELU_14038
OG0016469	HTU_31156	ELU_14054
OG0016471	HTU_30972	ELU_14151, ELU_14144
OG0016475	HTU_30909	ELU_14285
OG0016476	HTU_30495	ELU_14460, ELU_14469, ELU_14463
OG0016478	HTU_30504	ELU_14486
OG0016479	HTU_30664	ELU_14564
OG0016480	HTU_30663	ELU_14565
OG0016481	HTU_30656	ELU_14572
OG0016482	HTU_30640	ELU_14598
OG0016483	HTU_28756	ELU_14668, ELU_27232
OG0016484	HTU_30553	ELU_14672
OG0016485	HTU_31314	ELU_14760
OG0016486	HTU_31376, HTU_31393	ELU_14826
OG0016488	HTU_31419	ELU_14956
OG0016489	HTU_31418	ELU_14957
OG0016490	HTU_31663	ELU_15010
OG0016491	HTU_31637	ELU_15049
OG0016493	HTU_33905	ELU_1516
OG0016494	HTU_31714	ELU_15184
OG0016495	HTU_31770	ELU_15196
OG0016496	HTU_31754	ELU_15207
OG0016497	HTU_31775	ELU_15232
OG0016498	HTU_32041	ELU_15388
OG0016499	HTU_32073	ELU_15467
OG0016500	HTU_32069	ELU_15473
OG0016501	HTU_32113	ELU_15518
OG0016502	HTU_32201	ELU_15594
OG0016504	HTU_32369	ELU_15750
OG0016506	HTU_32481	ELU_15872
OG0016507	HTU_32483	ELU_15874
OG0016508	HTU_32497	ELU_15887
OG0016509	HTU_32542	ELU_15938
OG0016510	HTU_32561	ELU_44684, ELU_2818, ELU_15966
OG0016511	HTU_32562	ELU_15967
OG0016512	HTU_34729	ELU_15972, ELU_3721
OG0016513	HTU_33990	ELU_16050
OG0016514	HTU_34063	ELU_16104
OG0016515	HTU_34096	ELU_16133
OG0016516	HTU_34120, HTU_34128, HTU_34155	ELU_16147
OG0016517	HTU_34121, HTU_34157, HTU_34127	ELU_16148
OG0016518	HTU_34103	ELU_16166
OG0016519	HTU_34179	ELU_16184
OG0016520	HTU_34278	ELU_16320
OG0016521	HTU_34283	ELU_16323, ELU_16321
OG0016523	HTU_34286	ELU_16337
OG0016524	HTU_34331	ELU_16402, ELU_16404
OG0016525	HTU_34518	ELU_16468
OG0016526	HTU_34482	ELU_16510
OG0016528	HTU_34458	ELU_16537
OG0016529	HTU_34445	ELU_16562
OG0016530	HTU_34540, HTU_34772	ELU_16609, ELU_16786
OG0016531	HTU_34662	ELU_16760
OG0016533	HTU_33854	ELU_16819
OG0016534	HTU_33853	ELU_16820
OG0016535	HTU_32604	ELU_16936
OG0016536	HTU_32676	ELU_17009
OG0016539	HTU_32746	ELU_17070
OG0016540	HTU_41066, HTU_41069	ELU_17076
OG0016541	HTU_32802	ELU_17151
OG0016542	HTU_32859	ELU_17207, ELU_17213
OG0016543	HTU_32883, HTU_32889	ELU_17246
OG0016544	HTU_32903	ELU_17257
OG0016546	HTU_33043	ELU_17388
OG0016550	HTU_33394	ELU_17717
OG0016551	HTU_33413	ELU_17745
OG0016553	HTU_33451	ELU_17793, ELU_17792
OG0016556	HTU_33590	ELU_17908
OG0016557	HTU_33693, HTU_4872	ELU_17966
OG0016558	HTU_33674	ELU_17971
OG0016559	HTU_34875	ELU_18195
OG0016561	HTU_34957	ELU_18295
OG0016564	HTU_35088	ELU_18374
OG0016566	HTU_35138	ELU_18418
OG0016569	HTU_29756	ELU_18671
OG0016570	HTU_29723	ELU_18714
OG0016572	HTU_29682	ELU_18766
OG0016573	HTU_30180	ELU_18894
OG0016574	HTU_40633	ELU_40226, ELU_40225, ELU_18969
OG0016576	HTU_6324, HTU_6227	ELU_19180
OG0016577	HTU_37899	ELU_19221
OG0016578	HTU_30737	ELU_19654, ELU_19324
OG0016579	HTU_37747, HTU_37760	ELU_19388
OG0016580	HTU_5151, HTU_37674	ELU_19413
OG0016581	HTU_38404	ELU_19439
OG0016584	HTU_15145	ELU_7393, ELU_19487, ELU_7394
OG0016585	HTU_38134, HTU_38129	ELU_19552
OG0016588	HTU_38235, HTU_38234	ELU_19827
OG0016590	HTU_38488	ELU_19940
OG0016591	HTU_38462	ELU_19956
OG0016592	HTU_38529, HTU_38547	ELU_19971
OG0016593	HTU_38443	ELU_19986, ELU_19984
OG0016594	HTU_26600, HTU_27550	ELU_2012, ELU_48032
OG0016596	HTU_38671	ELU_20155
OG0016597	HTU_39071	ELU_20171
OG0016599	HTU_39263	ELU_20255
OG0016601	HTU_39347, HTU_39307	ELU_20365
